,timestamp,hour,day_of_week,day,month,year,is_weekend
374,2024-01-16 14:00:00+00:00,14,1,16,1,2024,False
375,2024-01-16 15:00:00+00:00,15,1,16,1,2024,False
376,2024-01-16 16:00:00+00:00,16,1,16,1,2024,False
377,2024-01-16 17:00:00+00:00,17,1,16,1,2024,False
378,2024-01-16 18:00:00+00:00,18,1,16,1,2024,False
379,2024-01-16 19:00:00+00:00,19,1,16,1,2024,False
380,2024-01-16 20:00:00+00:00,20,1,16,1,2024,False
381,2024-01-16 21:00:00+00:00,21,1,16,1,2024,False
382,2024-01-16 22:00:00+00:00,22,1,16,1,2024,False
383,2024-01-16 23:00:00+00:00,23,1,16,1,2024,False
384,2024-01-17 00:00:00+00:00,0,2,17,1,2024,False
385,2024-01-17 01:00:00+00:00,1,2,17,1,2024,False
386,2024-01-17 02:00:00+00:00,2,2,17,1,2024,False
387,2024-01-17 03:00:00+00:00,3,2,17,1,2024,False
388,2024-01-17 04:00:00+00:00,4,2,17,1,2024,False
389,2024-01-17 05:00:00+00:00,5,2,17,1,2024,False
390,2024-01-17 06:00:00+00:00,6,2,17,1,2024,False
391,2024-01-17 07:00:00+00:00,7,2,17,1,2024,False
392,2024-01-17 08:00:00+00:00,8,2,17,1,2024,False
393,2024-01-17 09:00:00+00:00,9,2,17,1,2024,False
394,2024-01-17 10:00:00+00:00,10,2,17,1,2024,False
395,2024-01-17 11:00:00+00:00,11,2,17,1,2024,False
396,2024-01-17 12:00:00+00:00,12,2,17,1,2024,False
397,2024-01-17 13:00:00+00:00,13,2,17,1,2024,False
398,2024-01-17 14:00:00+00:00,14,2,17,1,2024,False
399,2024-01-17 15:00:00+00:00,15,2,17,1,2024,False
400,2024-01-17 16:00:00+00:00,16,2,17,1,2024,False
401,2024-01-17 17:00:00+00:00,17,2,17,1,2024,False
402,2024-01-17 18:00:00+00:00,18,2,17,1,2024,False
403,2024-01-17 19:00:00+00:00,19,2,17,1,2024,False
404,2024-01-17 20:00:00+00:00,20,2,17,1,2024,False
405,2024-01-17 21:00:00+00:00,21,2,17,1,2024,False
406,2024-01-17 22:00:00+00:00,22,2,17,1,2024,False
407,2024-01-17 23:00:00+00:00,23,2,17,1,2024,False
408,2024-01-18 00:00:00+00:00,0,3,18,1,2024,False
