,Solar,Solar
,Actual Aggregated,Actual Consumption
timestamp,,
2024-04-09 16:00:00+02:00,10720.12,0.0
2024-04-09 16:15:00+02:00,9689.43,0.0
2024-04-09 16:30:00+02:00,8679.42,0.0
2024-04-09 16:45:00+02:00,7668.43,0.0
2024-04-09 17:00:00+02:00,6846.43,0.0
2024-04-09 17:15:00+02:00,5996.73,0.0
2024-04-09 17:30:00+02:00,5196.28,0.0
2024-04-09 17:45:00+02:00,4430.37,0.0
2024-04-09 18:00:00+02:00,3581.47,0.0
2024-04-09 18:15:00+02:00,2886.82,0.0
2024-04-09 18:30:00+02:00,2246.48,0.0
2024-04-09 18:45:00+02:00,1672.89,0.0
2024-04-09 19:00:00+02:00,1190.73,0.0
2024-04-09 19:15:00+02:00,810.15,0.0
2024-04-09 19:30:00+02:00,461.25,0.0
2024-04-09 19:45:00+02:00,211.75,0.0
2024-04-09 20:00:00+02:00,83.88,0.0
2024-04-09 20:15:00+02:00,20.14,0.0
2024-04-09 20:30:00+02:00,4.97,0.0
2024-04-09 20:45:00+02:00,4.34,0.0
2024-04-09 21:00:00+02:00,14.13,0.0
2024-04-09 21:15:00+02:00,4.5,0.0
2024-04-09 21:30:00+02:00,4.21,0.0
2024-04-09 21:45:00+02:00,4.27,0.0
2024-04-09 22:00:00+02:00,4.55,0.0
2024-04-09 22:15:00+02:00,4.94,0.0
2024-04-09 22:30:00+02:00,4.98,0.0
2024-04-09 22:45:00+02:00,5.21,0.0
2024-04-09 23:00:00+02:00,5.9,0.0
2024-04-09 23:15:00+02:00,5.8,0.0
2024-04-09 23:30:00+02:00,6.0,0.0
2024-04-09 23:45:00+02:00,6.11,0.0
2024-04-10 00:00:00+02:00,6.01,0.0
2024-04-10 00:15:00+02:00,6.02,0.0
2024-04-10 00:30:00+02:00,6.04,0.0
2024-04-10 00:45:00+02:00,6.06,0.0
2024-04-10 01:00:00+02:00,6.49,0.0
2024-04-10 01:15:00+02:00,6.33,0.0
2024-04-10 01:30:00+02:00,6.51,0.0
2024-04-10 01:45:00+02:00,6.57,0.0
2024-04-10 02:00:00+02:00,6.25,0.0
2024-04-10 02:15:00+02:00,6.24,0.0
2024-04-10 02:30:00+02:00,6.4,0.0
2024-04-10 02:45:00+02:00,6.52,0.0
2024-04-10 03:00:00+02:00,6.51,0.0
2024-04-10 03:15:00+02:00,6.3,0.0
2024-04-10 03:30:00+02:00,6.7,0.0
2024-04-10 03:45:00+02:00,6.55,0.0
2024-04-10 04:00:00+02:00,6.52,0.0
2024-04-10 04:15:00+02:00,6.53,0.0
2024-04-10 04:30:00+02:00,6.61,0.0
2024-04-10 04:45:00+02:00,6.54,0.0
2024-04-10 05:00:00+02:00,6.4,0.0
2024-04-10 05:15:00+02:00,6.16,0.0
2024-04-10 05:30:00+02:00,6.43,0.0
2024-04-10 05:45:00+02:00,6.69,0.0
2024-04-10 06:00:00+02:00,7.54,0.0
2024-04-10 06:15:00+02:00,9.43,0.0
2024-04-10 06:30:00+02:00,26.06,0.0
2024-04-10 06:45:00+02:00,143.27,0.0
2024-04-10 07:00:00+02:00,543.6,0.0
2024-04-10 07:15:00+02:00,1167.5,0.0
2024-04-10 07:30:00+02:00,1996.93,0.0
2024-04-10 07:45:00+02:00,2996.23,0.0
2024-04-10 08:00:00+02:00,4137.82,0.0
2024-04-10 08:15:00+02:00,5423.38,0.0
2024-04-10 08:30:00+02:00,6969.53,0.0
2024-04-10 08:45:00+02:00,8573.66,0.0
2024-04-10 09:00:00+02:00,10357.87,0.0
2024-04-10 09:15:00+02:00,12126.11,0.0
2024-04-10 09:30:00+02:00,13773.23,0.0
2024-04-10 09:45:00+02:00,15482.07,0.0
2024-04-10 10:00:00+02:00,17159.66,0.0
2024-04-10 10:15:00+02:00,18649.07,0.0
2024-04-10 10:30:00+02:00,20196.52,0.0
2024-04-10 10:45:00+02:00,21662.49,0.0
2024-04-10 11:00:00+02:00,22994.48,0.0
2024-04-10 11:15:00+02:00,24329.2,0.0
2024-04-10 11:30:00+02:00,25349.28,0.0
2024-04-10 11:45:00+02:00,26138.59,0.0
2024-04-10 12:00:00+02:00,26763.9,0.0
2024-04-10 12:15:00+02:00,26869.17,0.0
2024-04-10 12:30:00+02:00,27170.05,0.0
2024-04-10 12:45:00+02:00,27594.55,0.0
2024-04-10 13:00:00+02:00,27272.66,0.0
2024-04-10 13:15:00+02:00,27429.16,0.0
2024-04-10 13:30:00+02:00,27360.54,0.0
2024-04-10 13:45:00+02:00,27022.17,0.0
2024-04-10 14:00:00+02:00,26805.36,0.0
2024-04-10 14:15:00+02:00,26433.15,0.0
2024-04-10 14:30:00+02:00,25960.74,0.0
2024-04-10 14:45:00+02:00,25665.65,0.0
2024-04-10 15:00:00+02:00,25084.34,0.0
2024-04-10 15:15:00+02:00,24435.68,0.0
2024-04-10 15:30:00+02:00,23604.9,0.0
2024-04-10 15:45:00+02:00,22541.5,0.0
2024-04-10 16:00:00+02:00,21206.51,0.0
2024-04-10 16:15:00+02:00,20168.93,0.0
2024-04-10 16:30:00+02:00,18733.76,0.0
2024-04-10 16:45:00+02:00,17271.08,0.0
2024-04-10 17:00:00+02:00,15497.03,0.0
2024-04-10 17:15:00+02:00,13869.25,0.0
2024-04-10 17:30:00+02:00,12431.7,0.0
2024-04-10 17:45:00+02:00,10884.19,0.0
2024-04-10 18:00:00+02:00,9020.52,0.0
2024-04-10 18:15:00+02:00,7426.82,0.0
2024-04-10 18:30:00+02:00,6006.72,0.0
2024-04-10 18:45:00+02:00,4562.51,0.0
2024-04-10 19:00:00+02:00,3168.82,0.0
2024-04-10 19:15:00+02:00,2007.67,0.0
2024-04-10 19:30:00+02:00,1054.29,0.0
2024-04-10 19:45:00+02:00,388.44,0.0
2024-04-10 20:00:00+02:00,103.88,0.0
2024-04-10 20:15:00+02:00,28.06,0.0
2024-04-10 20:30:00+02:00,12.22,0.0
2024-04-10 20:45:00+02:00,4.92,0.0
2024-04-10 21:00:00+02:00,4.67,0.0
2024-04-10 21:15:00+02:00,4.62,0.0
2024-04-10 21:30:00+02:00,4.59,0.0
2024-04-10 21:45:00+02:00,4.53,0.0
2024-04-10 22:00:00+02:00,12.37,0.0
2024-04-10 22:15:00+02:00,8.31,0.0
2024-04-10 22:30:00+02:00,4.78,0.0
2024-04-10 22:45:00+02:00,4.96,0.0
2024-04-10 23:00:00+02:00,6.98,0.0
2024-04-10 23:15:00+02:00,6.09,0.0
2024-04-10 23:30:00+02:00,6.19,0.0
2024-04-10 23:45:00+02:00,6.09,0.0
2024-04-11 00:00:00+02:00,15.4,0.0
2024-04-11 00:15:00+02:00,6.39,0.0
2024-04-11 00:30:00+02:00,6.09,0.0
2024-04-11 00:45:00+02:00,6.01,0.0
2024-04-11 01:00:00+02:00,10.17,0.0
2024-04-11 01:15:00+02:00,6.81,0.0
2024-04-11 01:30:00+02:00,6.54,0.0
2024-04-11 01:45:00+02:00,6.78,0.0
2024-04-11 02:00:00+02:00,6.96,0.0
2024-04-11 02:15:00+02:00,6.47,0.0
2024-04-11 02:30:00+02:00,6.72,0.0
2024-04-11 02:45:00+02:00,8.79,0.0
2024-04-11 03:00:00+02:00,6.8,0.0
2024-04-11 03:15:00+02:00,6.83,0.0
2024-04-11 03:30:00+02:00,6.49,0.0
2024-04-11 03:45:00+02:00,6.64,0.0
2024-04-11 04:00:00+02:00,6.91,0.0
2024-04-11 04:15:00+02:00,6.18,0.0
2024-04-11 04:30:00+02:00,6.0,0.0
2024-04-11 04:45:00+02:00,6.14,0.0
2024-04-11 05:00:00+02:00,6.06,0.0
2024-04-11 05:15:00+02:00,6.03,0.0
2024-04-11 05:30:00+02:00,6.23,0.0
2024-04-11 05:45:00+02:00,10.5,0.0
2024-04-11 06:00:00+02:00,9.05,0.0
2024-04-11 06:15:00+02:00,34.83,0.0
2024-04-11 06:30:00+02:00,213.46,0.0
2024-04-11 06:45:00+02:00,763.98,0.0
2024-04-11 07:00:00+02:00,1738.91,0.0
2024-04-11 07:15:00+02:00,3017.7,0.0
2024-04-11 07:30:00+02:00,4591.31,0.0
2024-04-11 07:45:00+02:00,6488.15,0.0
2024-04-11 08:00:00+02:00,8525.51,0.0
2024-04-11 08:15:00+02:00,10648.28,0.0
2024-04-11 08:30:00+02:00,12846.01,0.0
2024-04-11 08:45:00+02:00,15059.06,0.0
2024-04-11 09:00:00+02:00,17249.37,0.0
2024-04-11 09:15:00+02:00,19343.29,0.0
2024-04-11 09:30:00+02:00,21170.71,0.0
2024-04-11 09:45:00+02:00,22796.27,0.0
2024-04-11 10:00:00+02:00,24157.31,0.0
2024-04-11 10:15:00+02:00,25428.77,0.0
2024-04-11 10:30:00+02:00,26432.21,0.0
2024-04-11 10:45:00+02:00,27400.96,0.0
2024-04-11 11:00:00+02:00,28060.14,0.0
2024-04-11 11:15:00+02:00,28505.99,0.0
2024-04-11 11:30:00+02:00,28714.93,0.0
2024-04-11 11:45:00+02:00,28939.13,0.0
2024-04-11 12:00:00+02:00,29348.87,0.0
2024-04-11 12:15:00+02:00,29470.3,0.0
2024-04-11 12:30:00+02:00,29537.29,0.0
2024-04-11 12:45:00+02:00,29525.82,0.0
2024-04-11 13:00:00+02:00,29539.04,0.0
2024-04-11 13:15:00+02:00,29478.59,0.0
2024-04-11 13:30:00+02:00,29174.59,0.0
2024-04-11 13:45:00+02:00,29347.63,0.0
2024-04-11 14:00:00+02:00,28846.8,0.0
2024-04-11 14:15:00+02:00,28580.69,0.0
2024-04-11 14:30:00+02:00,28184.4,0.0
2024-04-11 14:45:00+02:00,27486.81,0.0
2024-04-11 15:00:00+02:00,26510.34,0.0
2024-04-11 15:15:00+02:00,25591.11,0.0
2024-04-11 15:30:00+02:00,24757.02,0.0
2024-04-11 15:45:00+02:00,23643.49,0.0
2024-04-11 16:00:00+02:00,22310.68,0.0
2024-04-11 16:15:00+02:00,20998.78,0.0
2024-04-11 16:30:00+02:00,19474.77,0.0
2024-04-11 16:45:00+02:00,17724.21,0.0
2024-04-11 17:00:00+02:00,15961.25,0.0
2024-04-11 17:15:00+02:00,14086.06,0.0
2024-04-11 17:30:00+02:00,12174.65,0.0
2024-04-11 17:45:00+02:00,10382.16,0.0
2024-04-11 18:00:00+02:00,8627.04,0.0
2024-04-11 18:15:00+02:00,6846.59,0.0
2024-04-11 18:30:00+02:00,5256.1,0.0
2024-04-11 18:45:00+02:00,3862.42,0.0
2024-04-11 19:00:00+02:00,2626.03,0.0
2024-04-11 19:15:00+02:00,1573.61,0.0
2024-04-11 19:30:00+02:00,747.83,0.0
2024-04-11 19:45:00+02:00,216.49,0.0
2024-04-11 20:00:00+02:00,50.01,0.0
2024-04-11 20:15:00+02:00,21.21,0.0
2024-04-11 20:30:00+02:00,18.91,0.0
2024-04-11 20:45:00+02:00,9.59,0.0
2024-04-11 21:00:00+02:00,14.02,0.0
2024-04-11 21:15:00+02:00,10.58,0.0
2024-04-11 21:30:00+02:00,5.3,0.0
2024-04-11 21:45:00+02:00,5.16,0.0
2024-04-11 22:00:00+02:00,7.32,0.0
2024-04-11 22:15:00+02:00,4.22,0.0
2024-04-11 22:30:00+02:00,4.47,0.0
2024-04-11 22:45:00+02:00,5.01,0.0
2024-04-11 23:00:00+02:00,6.88,0.0
2024-04-11 23:15:00+02:00,5.67,0.0
2024-04-11 23:30:00+02:00,5.74,0.0
2024-04-11 23:45:00+02:00,5.83,0.0
2024-04-12 00:00:00+02:00,5.99,0.0
2024-04-12 00:15:00+02:00,5.86,0.0
2024-04-12 00:30:00+02:00,5.95,0.0
2024-04-12 00:45:00+02:00,5.83,0.0
2024-04-12 01:00:00+02:00,6.99,0.0
2024-04-12 01:15:00+02:00,6.67,0.0
2024-04-12 01:30:00+02:00,6.27,0.0
2024-04-12 01:45:00+02:00,6.72,0.0
2024-04-12 02:00:00+02:00,6.52,0.0
2024-04-12 02:15:00+02:00,6.47,0.0
2024-04-12 02:30:00+02:00,6.48,0.0
2024-04-12 02:45:00+02:00,6.56,0.0
2024-04-12 03:00:00+02:00,6.32,0.0
2024-04-12 03:15:00+02:00,6.41,0.0
2024-04-12 03:30:00+02:00,6.47,0.0
2024-04-12 03:45:00+02:00,6.3,0.0
2024-04-12 04:00:00+02:00,6.41,0.0
2024-04-12 04:15:00+02:00,7.33,0.0
2024-04-12 04:30:00+02:00,5.99,0.0
2024-04-12 04:45:00+02:00,5.82,0.0
2024-04-12 05:00:00+02:00,5.78,0.0
2024-04-12 05:15:00+02:00,5.67,0.0
2024-04-12 05:30:00+02:00,6.14,0.0
2024-04-12 05:45:00+02:00,7.1,0.0
2024-04-12 06:00:00+02:00,9.46,0.0
2024-04-12 06:15:00+02:00,21.04,0.0
2024-04-12 06:30:00+02:00,131.64,0.0
2024-04-12 06:45:00+02:00,575.75,0.0
2024-04-12 07:00:00+02:00,1289.59,0.0
2024-04-12 07:15:00+02:00,2205.32,0.0
2024-04-12 07:30:00+02:00,3399.78,0.0
2024-04-12 07:45:00+02:00,4822.76,0.0
2024-04-12 08:00:00+02:00,6482.45,0.0
2024-04-12 08:15:00+02:00,8355.38,0.0
2024-04-12 08:30:00+02:00,10340.06,0.0
2024-04-12 08:45:00+02:00,12311.04,0.0
2024-04-12 09:00:00+02:00,14355.97,0.0
2024-04-12 09:15:00+02:00,16415.54,0.0
2024-04-12 09:30:00+02:00,18426.43,0.0
2024-04-12 09:45:00+02:00,20385.55,0.0
2024-04-12 10:00:00+02:00,22194.13,0.0
2024-04-12 10:15:00+02:00,24006.02,0.0
2024-04-12 10:30:00+02:00,25574.3,0.0
2024-04-12 10:45:00+02:00,26790.64,0.0
2024-04-12 11:00:00+02:00,28082.48,0.0
2024-04-12 11:15:00+02:00,29158.78,0.0
2024-04-12 11:30:00+02:00,30102.81,0.0
2024-04-12 11:45:00+02:00,30712.69,0.0
2024-04-12 12:00:00+02:00,31367.38,0.0
2024-04-12 12:15:00+02:00,31896.57,0.0
2024-04-12 12:30:00+02:00,32113.67,0.0
2024-04-12 12:45:00+02:00,32316.2,0.0
2024-04-12 13:00:00+02:00,32687.72,0.0
2024-04-12 13:15:00+02:00,32647.05,0.0
2024-04-12 13:30:00+02:00,32394.84,0.0
2024-04-12 13:45:00+02:00,32755.25,0.0
2024-04-12 14:00:00+02:00,32591.69,0.0
2024-04-12 14:15:00+02:00,32130.69,0.0
2024-04-12 14:30:00+02:00,31538.63,0.0
2024-04-12 14:45:00+02:00,30760.59,0.0
2024-04-12 15:00:00+02:00,29842.48,0.0
2024-04-12 15:15:00+02:00,28633.43,0.0
2024-04-12 15:30:00+02:00,27655.22,0.0
2024-04-12 15:45:00+02:00,26819.26,0.0
2024-04-12 16:00:00+02:00,25178.09,0.0
2024-04-12 16:15:00+02:00,23759.03,0.0
2024-04-12 16:30:00+02:00,22182.27,0.0
2024-04-12 16:45:00+02:00,20459.13,0.0
2024-04-12 17:00:00+02:00,18372.65,0.0
2024-04-12 17:15:00+02:00,16159.58,0.0
2024-04-12 17:30:00+02:00,14074.52,0.0
2024-04-12 17:45:00+02:00,11911.67,0.0
2024-04-12 18:00:00+02:00,9669.71,0.0
2024-04-12 18:15:00+02:00,7742.6,0.0
2024-04-12 18:30:00+02:00,5901.45,0.0
2024-04-12 18:45:00+02:00,4356.02,0.0
2024-04-12 19:00:00+02:00,2992.13,0.0
2024-04-12 19:15:00+02:00,1898.27,0.0
2024-04-12 19:30:00+02:00,978.3,0.0
2024-04-12 19:45:00+02:00,338.74,0.0
2024-04-12 20:00:00+02:00,70.77,0.0
2024-04-12 20:15:00+02:00,22.09,0.0
2024-04-12 20:30:00+02:00,11.98,0.0
2024-04-12 20:45:00+02:00,5.55,0.0
2024-04-12 21:00:00+02:00,11.6,0.0
2024-04-12 21:15:00+02:00,6.52,0.0
2024-04-12 21:30:00+02:00,4.7,0.0
2024-04-12 21:45:00+02:00,5.81,0.0
2024-04-12 22:00:00+02:00,4.48,0.0
2024-04-12 22:15:00+02:00,4.26,0.0
2024-04-12 22:30:00+02:00,5.78,0.0
2024-04-12 22:45:00+02:00,5.08,0.0
2024-04-12 23:00:00+02:00,12.03,0.0
2024-04-12 23:15:00+02:00,7.43,0.0
2024-04-12 23:30:00+02:00,6.15,0.0
2024-04-12 23:45:00+02:00,7.32,0.0
2024-04-13 00:00:00+02:00,7.88,0.0
2024-04-13 00:15:00+02:00,8.93,0.0
2024-04-13 00:30:00+02:00,6.0,0.0
2024-04-13 00:45:00+02:00,6.1,0.0
2024-04-13 01:00:00+02:00,6.46,0.0
2024-04-13 01:15:00+02:00,6.31,0.0
2024-04-13 01:30:00+02:00,6.16,0.0
2024-04-13 01:45:00+02:00,6.38,0.0
2024-04-13 02:00:00+02:00,6.87,0.0
2024-04-13 02:15:00+02:00,6.51,0.0
2024-04-13 02:30:00+02:00,6.36,0.0
2024-04-13 02:45:00+02:00,6.52,0.0
2024-04-13 03:00:00+02:00,6.36,0.0
2024-04-13 03:15:00+02:00,6.17,0.0
2024-04-13 03:30:00+02:00,5.8,0.0
2024-04-13 03:45:00+02:00,6.09,0.0
2024-04-13 04:00:00+02:00,5.97,0.0
2024-04-13 04:15:00+02:00,5.84,0.0
2024-04-13 04:30:00+02:00,5.85,0.0
2024-04-13 04:45:00+02:00,5.77,0.0
2024-04-13 05:00:00+02:00,5.3,0.0
2024-04-13 05:15:00+02:00,5.42,0.0
2024-04-13 05:30:00+02:00,6.37,0.0
2024-04-13 05:45:00+02:00,6.75,0.0
2024-04-13 06:00:00+02:00,16.22,0.0
2024-04-13 06:15:00+02:00,50.3,0.0
2024-04-13 06:30:00+02:00,257.69,0.0
2024-04-13 06:45:00+02:00,874.56,0.0
2024-04-13 07:00:00+02:00,1912.39,0.0
2024-04-13 07:15:00+02:00,3328.2,0.0
2024-04-13 07:30:00+02:00,5087.69,0.0
2024-04-13 07:45:00+02:00,7154.78,0.0
2024-04-13 08:00:00+02:00,9371.98,0.0
2024-04-13 08:15:00+02:00,11815.75,0.0
2024-04-13 08:30:00+02:00,14398.72,0.0
2024-04-13 08:45:00+02:00,16815.94,0.0
2024-04-13 09:00:00+02:00,19385.65,0.0
2024-04-13 09:15:00+02:00,21963.3,0.0
2024-04-13 09:30:00+02:00,24292.68,0.0
2024-04-13 09:45:00+02:00,26540.7,0.0
2024-04-13 10:00:00+02:00,28758.56,0.0
2024-04-13 10:15:00+02:00,30645.27,0.0
2024-04-13 10:30:00+02:00,32079.4,0.0
2024-04-13 10:45:00+02:00,33520.69,0.0
2024-04-13 11:00:00+02:00,34479.27,0.0
2024-04-13 11:15:00+02:00,35214.44,0.0
2024-04-13 11:30:00+02:00,35686.59,0.0
2024-04-13 11:45:00+02:00,36307.13,0.0
2024-04-13 12:00:00+02:00,36641.98,0.0
2024-04-13 12:15:00+02:00,36890.78,0.0
2024-04-13 12:30:00+02:00,37241.05,0.0
2024-04-13 12:45:00+02:00,37247.55,0.0
2024-04-13 13:00:00+02:00,37045.55,0.0
2024-04-13 13:15:00+02:00,36690.46,0.0
2024-04-13 13:30:00+02:00,36409.34,0.0
2024-04-13 13:45:00+02:00,35911.04,0.0
2024-04-13 14:00:00+02:00,35066.89,0.0
2024-04-13 14:15:00+02:00,34349.11,0.0
2024-04-13 14:30:00+02:00,33363.13,0.0
2024-04-13 14:45:00+02:00,32500.39,0.0
2024-04-13 15:00:00+02:00,31144.33,0.0
2024-04-13 15:15:00+02:00,30087.85,0.0
2024-04-13 15:30:00+02:00,28925.49,0.0
2024-04-13 15:45:00+02:00,27671.78,0.0
2024-04-13 16:00:00+02:00,26120.43,0.0
2024-04-13 16:15:00+02:00,24513.98,0.0
2024-04-13 16:30:00+02:00,22865.58,0.0
2024-04-13 16:45:00+02:00,20934.87,0.0
2024-04-13 17:00:00+02:00,18842.56,0.0
2024-04-13 17:15:00+02:00,16873.9,0.0
2024-04-13 17:30:00+02:00,14787.44,0.0
2024-04-13 17:45:00+02:00,12636.78,0.0
2024-04-13 18:00:00+02:00,10625.08,0.0
2024-04-13 18:15:00+02:00,8493.92,0.0
2024-04-13 18:30:00+02:00,6575.8,0.0
2024-04-13 18:45:00+02:00,4890.81,0.0
2024-04-13 19:00:00+02:00,3394.38,0.0
2024-04-13 19:15:00+02:00,2162.73,0.0
2024-04-13 19:30:00+02:00,1163.75,0.0
2024-04-13 19:45:00+02:00,425.95,0.0
2024-04-13 20:00:00+02:00,94.33,0.0
2024-04-13 20:15:00+02:00,25.0,0.0
2024-04-13 20:30:00+02:00,8.07,0.0
2024-04-13 20:45:00+02:00,5.18,0.0
2024-04-13 21:00:00+02:00,9.67,0.0
2024-04-13 21:15:00+02:00,5.15,0.0
2024-04-13 21:30:00+02:00,4.31,0.0
2024-04-13 21:45:00+02:00,4.12,0.0
2024-04-13 22:00:00+02:00,5.54,0.0
2024-04-13 22:15:00+02:00,3.86,0.0
2024-04-13 22:30:00+02:00,3.91,0.0
2024-04-13 22:45:00+02:00,3.91,0.0
2024-04-13 23:00:00+02:00,5.31,0.0
2024-04-13 23:15:00+02:00,4.2,0.0
2024-04-13 23:30:00+02:00,4.38,0.0
2024-04-13 23:45:00+02:00,4.81,0.0
2024-04-14 00:00:00+02:00,6.06,0.0
2024-04-14 00:15:00+02:00,5.98,0.0
2024-04-14 00:30:00+02:00,7.06,0.0
2024-04-14 00:45:00+02:00,6.18,0.0
2024-04-14 01:00:00+02:00,6.21,0.0
2024-04-14 01:15:00+02:00,6.17,0.0
2024-04-14 01:30:00+02:00,6.29,0.0
2024-04-14 01:45:00+02:00,6.36,0.0
2024-04-14 02:00:00+02:00,5.66,0.0
2024-04-14 02:15:00+02:00,5.4,0.0
2024-04-14 02:30:00+02:00,5.54,0.0
2024-04-14 02:45:00+02:00,5.42,0.0
2024-04-14 03:00:00+02:00,5.34,0.0
2024-04-14 03:15:00+02:00,5.22,0.0
2024-04-14 03:30:00+02:00,5.42,0.0
2024-04-14 03:45:00+02:00,5.38,0.0
2024-04-14 04:00:00+02:00,5.22,0.0
2024-04-14 04:15:00+02:00,5.18,0.0
2024-04-14 04:30:00+02:00,4.86,0.0
2024-04-14 04:45:00+02:00,5.07,0.0
2024-04-14 05:00:00+02:00,5.06,0.0
2024-04-14 05:15:00+02:00,5.75,0.0
2024-04-14 05:30:00+02:00,6.25,0.0
2024-04-14 05:45:00+02:00,7.38,0.0
2024-04-14 06:00:00+02:00,12.6,0.0
2024-04-14 06:15:00+02:00,51.48,0.0
2024-04-14 06:30:00+02:00,232.95,0.0
2024-04-14 06:45:00+02:00,780.85,0.0
2024-04-14 07:00:00+02:00,1686.78,0.0
2024-04-14 07:15:00+02:00,2985.42,0.0
2024-04-14 07:30:00+02:00,4507.16,0.0
2024-04-14 07:45:00+02:00,6214.56,0.0
2024-04-14 08:00:00+02:00,8165.79,0.0
2024-04-14 08:15:00+02:00,10238.26,0.0
2024-04-14 08:30:00+02:00,12422.78,0.0
2024-04-14 08:45:00+02:00,14705.8,0.0
2024-04-14 09:00:00+02:00,17003.42,0.0
2024-04-14 09:15:00+02:00,19281.81,0.0
2024-04-14 09:30:00+02:00,21191.88,0.0
2024-04-14 09:45:00+02:00,23166.87,0.0
2024-04-14 10:00:00+02:00,24884.18,0.0
2024-04-14 10:15:00+02:00,26528.49,0.0
2024-04-14 10:30:00+02:00,27930.34,0.0
2024-04-14 10:45:00+02:00,29561.53,0.0
2024-04-14 11:00:00+02:00,30656.79,0.0
2024-04-14 11:15:00+02:00,31969.6,0.0
2024-04-14 11:30:00+02:00,32797.5,0.0
2024-04-14 11:45:00+02:00,33579.83,0.0
2024-04-14 12:00:00+02:00,33972.67,0.0
2024-04-14 12:15:00+02:00,34450.53,0.0
2024-04-14 12:30:00+02:00,34652.27,0.0
2024-04-14 12:45:00+02:00,34912.16,0.0
2024-04-14 13:00:00+02:00,35016.7,0.0
2024-04-14 13:15:00+02:00,34776.77,0.0
2024-04-14 13:30:00+02:00,34596.39,0.0
2024-04-14 13:45:00+02:00,34213.24,0.0
2024-04-14 14:00:00+02:00,33875.61,0.0
2024-04-14 14:15:00+02:00,33519.91,0.0
2024-04-14 14:30:00+02:00,32977.11,0.0
2024-04-14 14:45:00+02:00,32322.14,0.0
2024-04-14 15:00:00+02:00,31412.05,0.0
2024-04-14 15:15:00+02:00,30390.63,0.0
2024-04-14 15:30:00+02:00,29295.56,0.0
2024-04-14 15:45:00+02:00,28153.25,0.0
2024-04-14 16:00:00+02:00,26790.42,0.0
2024-04-14 16:15:00+02:00,24944.36,0.0
2024-04-14 16:30:00+02:00,23323.11,0.0
2024-04-14 16:45:00+02:00,21503.08,0.0
2024-04-14 17:00:00+02:00,19337.9,0.0
2024-04-14 17:15:00+02:00,17079.18,0.0
2024-04-14 17:30:00+02:00,15008.39,0.0
2024-04-14 17:45:00+02:00,12575.8,0.0
2024-04-14 18:00:00+02:00,10283.91,0.0
2024-04-14 18:15:00+02:00,8184.76,0.0
2024-04-14 18:30:00+02:00,6180.41,0.0
2024-04-14 18:45:00+02:00,4541.26,0.0
2024-04-14 19:00:00+02:00,3136.35,0.0
2024-04-14 19:15:00+02:00,2014.93,0.0
2024-04-14 19:30:00+02:00,1092.8,0.0
2024-04-14 19:45:00+02:00,411.05,0.0
2024-04-14 20:00:00+02:00,89.2,0.0
2024-04-14 20:15:00+02:00,21.54,0.0
2024-04-14 20:30:00+02:00,15.91,0.0
2024-04-14 20:45:00+02:00,13.8,0.0
2024-04-14 21:00:00+02:00,11.8,0.0
2024-04-14 21:15:00+02:00,8.95,0.0
2024-04-14 21:30:00+02:00,3.96,0.0
2024-04-14 21:45:00+02:00,3.67,0.0
2024-04-14 22:00:00+02:00,3.71,0.0
2024-04-14 22:15:00+02:00,3.73,0.0
2024-04-14 22:30:00+02:00,4.13,0.0
2024-04-14 22:45:00+02:00,4.54,0.0
2024-04-14 23:00:00+02:00,5.3,0.0
2024-04-14 23:15:00+02:00,5.12,0.0
2024-04-14 23:30:00+02:00,5.28,0.0
2024-04-14 23:45:00+02:00,5.3,0.0
2024-04-15 00:00:00+02:00,5.93,0.0
2024-04-15 00:15:00+02:00,5.66,0.0
2024-04-15 00:30:00+02:00,5.49,0.0
2024-04-15 00:45:00+02:00,5.77,0.0
2024-04-15 01:00:00+02:00,6.37,0.0
2024-04-15 01:15:00+02:00,5.39,0.0
2024-04-15 01:30:00+02:00,5.33,0.0
2024-04-15 01:45:00+02:00,5.06,0.0
2024-04-15 02:00:00+02:00,5.02,0.0
2024-04-15 02:15:00+02:00,5.02,0.0
2024-04-15 02:30:00+02:00,4.89,0.0
2024-04-15 02:45:00+02:00,4.81,0.0
2024-04-15 03:00:00+02:00,4.98,0.0
2024-04-15 03:15:00+02:00,4.86,0.0
2024-04-15 03:30:00+02:00,4.77,0.0
2024-04-15 03:45:00+02:00,4.93,0.0
2024-04-15 04:00:00+02:00,4.84,0.0
2024-04-15 04:15:00+02:00,4.69,0.0
2024-04-15 04:30:00+02:00,4.69,0.0
2024-04-15 04:45:00+02:00,5.53,0.0
2024-04-15 05:00:00+02:00,5.6,0.0
2024-04-15 05:15:00+02:00,5.65,0.0
2024-04-15 05:30:00+02:00,6.05,0.0
2024-04-15 05:45:00+02:00,9.29,0.0
2024-04-15 06:00:00+02:00,15.19,0.0
2024-04-15 06:15:00+02:00,56.36,0.0
2024-04-15 06:30:00+02:00,199.7,0.0
2024-04-15 06:45:00+02:00,514.37,0.0
2024-04-15 07:00:00+02:00,1068.24,0.0
2024-04-15 07:15:00+02:00,1797.17,0.0
2024-04-15 07:30:00+02:00,2714.27,0.0
2024-04-15 07:45:00+02:00,3846.19,0.0
2024-04-15 08:00:00+02:00,5028.04,0.0
2024-04-15 08:15:00+02:00,6372.05,0.0
2024-04-15 08:30:00+02:00,7665.37,0.0
