,Hydro Pumped Storage,Hydro Pumped Storage
,Actual Aggregated,Actual Consumption
timestamp,,
2024-03-18 02:00:00+01:00,31.42,3587.57
2024-03-18 02:15:00+01:00,35.87,3719.88
2024-03-18 02:30:00+01:00,14.38,3848.74
2024-03-18 02:45:00+01:00,19.57,3706.05
2024-03-18 03:00:00+01:00,12.02,4221.62
2024-03-18 03:15:00+01:00,10.96,4152.79
2024-03-18 03:30:00+01:00,13.66,4034.94
2024-03-18 03:45:00+01:00,18.31,3978.74
2024-03-18 04:00:00+01:00,5.37,3298.52
2024-03-18 04:15:00+01:00,4.33,3040.72
2024-03-18 04:30:00+01:00,60.46,2862.62
2024-03-18 04:45:00+01:00,13.15,2611.59
2024-03-18 05:00:00+01:00,26.3,1797.62
2024-03-18 05:15:00+01:00,37.14,1059.54
2024-03-18 05:30:00+01:00,155.93,399.35
2024-03-18 05:45:00+01:00,795.13,308.19
2024-03-18 06:00:00+01:00,1567.9,326.71
2024-03-18 06:15:00+01:00,1794.85,13.74
2024-03-18 06:30:00+01:00,3086.07,2.96
2024-03-18 06:45:00+01:00,4016.86,2.37
2024-03-18 07:00:00+01:00,4608.76,1.14
2024-03-18 07:15:00+01:00,4760.43,2.3
2024-03-18 07:30:00+01:00,4980.35,3.65
2024-03-18 07:45:00+01:00,4996.95,4.03
2024-03-18 08:00:00+01:00,4801.52,3.47
2024-03-18 08:15:00+01:00,4427.76,1.88
2024-03-18 08:30:00+01:00,3361.27,1.94
2024-03-18 08:45:00+01:00,2544.66,1.68
2024-03-18 09:00:00+01:00,2197.14,4.73
2024-03-18 09:15:00+01:00,1030.56,15.21
2024-03-18 09:30:00+01:00,489.36,115.41
2024-03-18 09:45:00+01:00,413.31,758.29
2024-03-18 10:00:00+01:00,692.94,193.75
2024-03-18 10:15:00+01:00,419.85,269.0
2024-03-18 10:30:00+01:00,249.26,326.55
2024-03-18 10:45:00+01:00,220.36,372.1
2024-03-18 11:00:00+01:00,165.52,381.76
2024-03-18 11:15:00+01:00,119.46,469.66
2024-03-18 11:30:00+01:00,232.09,876.89
2024-03-18 11:45:00+01:00,212.91,1375.91
2024-03-18 12:00:00+01:00,191.42,1417.12
2024-03-18 12:15:00+01:00,193.5,1402.44
2024-03-18 12:30:00+01:00,143.19,1988.27
2024-03-18 12:45:00+01:00,128.97,2382.26
2024-03-18 13:00:00+01:00,283.57,1425.13
2024-03-18 13:15:00+01:00,202.84,1254.51
2024-03-18 13:30:00+01:00,206.54,1459.8
2024-03-18 13:45:00+01:00,221.96,2228.25
2024-03-18 14:00:00+01:00,177.72,1639.41
2024-03-18 14:15:00+01:00,89.04,1158.95
2024-03-18 14:30:00+01:00,228.19,211.57
2024-03-18 14:45:00+01:00,398.62,209.32
2024-03-18 15:00:00+01:00,201.74,1221.46
2024-03-18 15:15:00+01:00,246.85,352.09
2024-03-18 15:30:00+01:00,557.19,109.2
2024-03-18 15:45:00+01:00,1399.01,76.73
2024-03-18 16:00:00+01:00,811.02,309.07
2024-03-18 16:15:00+01:00,1157.56,59.39
2024-03-18 16:30:00+01:00,1900.38,11.27
2024-03-18 16:45:00+01:00,2823.82,7.28
2024-03-18 17:00:00+01:00,2675.36,145.09
2024-03-18 17:15:00+01:00,3165.89,157.92
2024-03-18 17:30:00+01:00,4557.11,24.57
2024-03-18 17:45:00+01:00,5011.07,1.18
2024-03-18 18:00:00+01:00,4197.51,31.65
2024-03-18 18:15:00+01:00,3807.76,1.8
2024-03-18 18:30:00+01:00,4079.13,1.82
2024-03-18 18:45:00+01:00,4586.56,1.71
2024-03-18 19:00:00+01:00,5266.66,1.31
2024-03-18 19:15:00+01:00,4810.78,4.32
2024-03-18 19:30:00+01:00,4728.77,4.77
2024-03-18 19:45:00+01:00,3786.32,5.37
2024-03-18 20:00:00+01:00,4985.96,2.24
2024-03-18 20:15:00+01:00,4220.13,4.22
2024-03-18 20:30:00+01:00,3534.45,4.31
2024-03-18 20:45:00+01:00,2573.87,8.82
2024-03-18 21:00:00+01:00,2677.35,11.55
2024-03-18 21:15:00+01:00,1783.37,12.85
2024-03-18 21:30:00+01:00,1057.85,22.42
2024-03-18 21:45:00+01:00,824.21,131.28
2024-03-18 22:00:00+01:00,1073.28,114.39
2024-03-18 22:15:00+01:00,672.67,233.58
2024-03-18 22:30:00+01:00,451.15,328.97
2024-03-18 22:45:00+01:00,152.43,450.48
2024-03-18 23:00:00+01:00,461.11,281.9
2024-03-18 23:15:00+01:00,437.39,403.17
2024-03-18 23:30:00+01:00,177.24,422.68
2024-03-18 23:45:00+01:00,113.33,545.86
2024-03-19 00:00:00+01:00,335.59,376.88
2024-03-19 00:15:00+01:00,185.32,465.02
2024-03-19 00:30:00+01:00,156.32,737.8
2024-03-19 00:45:00+01:00,80.95,1221.11
2024-03-19 01:00:00+01:00,127.4,1367.97
2024-03-19 01:15:00+01:00,116.93,1931.75
2024-03-19 01:30:00+01:00,81.88,2381.54
2024-03-19 01:45:00+01:00,34.46,2396.06
2024-03-19 02:00:00+01:00,11.73,2469.98
2024-03-19 02:15:00+01:00,9.14,2770.27
2024-03-19 02:30:00+01:00,7.79,2767.28
2024-03-19 02:45:00+01:00,6.99,2848.47
2024-03-19 03:00:00+01:00,21.45,3471.5
2024-03-19 03:15:00+01:00,65.08,3578.75
2024-03-19 03:30:00+01:00,60.32,3511.88
2024-03-19 03:45:00+01:00,71.17,3266.81
2024-03-19 04:00:00+01:00,138.21,2977.79
2024-03-19 04:15:00+01:00,120.69,2755.07
2024-03-19 04:30:00+01:00,146.25,2249.95
2024-03-19 04:45:00+01:00,147.24,1862.41
2024-03-19 05:00:00+01:00,82.97,1195.6
2024-03-19 05:15:00+01:00,65.01,939.0
2024-03-19 05:30:00+01:00,126.87,393.81
2024-03-19 05:45:00+01:00,280.11,66.82
2024-03-19 06:00:00+01:00,172.21,257.74
2024-03-19 06:15:00+01:00,951.78,127.61
2024-03-19 06:30:00+01:00,1965.98,117.77
2024-03-19 06:45:00+01:00,2278.2,114.69
2024-03-19 07:00:00+01:00,3511.6,33.07
2024-03-19 07:15:00+01:00,3396.53,32.68
2024-03-19 07:30:00+01:00,3144.03,32.71
2024-03-19 07:45:00+01:00,2463.83,33.28
2024-03-19 08:00:00+01:00,3186.98,19.22
2024-03-19 08:15:00+01:00,2340.92,11.29
2024-03-19 08:30:00+01:00,1242.25,238.36
2024-03-19 08:45:00+01:00,912.0,458.39
2024-03-19 09:00:00+01:00,1277.33,57.47
2024-03-19 09:15:00+01:00,173.9,128.34
2024-03-19 09:30:00+01:00,115.19,613.37
2024-03-19 09:45:00+01:00,217.17,1199.7
2024-03-19 10:00:00+01:00,273.75,1254.59
2024-03-19 10:15:00+01:00,164.97,1560.89
2024-03-19 10:30:00+01:00,56.17,2355.98
2024-03-19 10:45:00+01:00,122.85,3499.01
2024-03-19 11:00:00+01:00,81.0,3825.46
2024-03-19 11:15:00+01:00,108.22,4042.76
2024-03-19 11:30:00+01:00,32.5,4090.56
2024-03-19 11:45:00+01:00,49.04,4174.83
2024-03-19 12:00:00+01:00,114.48,4248.78
2024-03-19 12:15:00+01:00,39.46,4240.18
2024-03-19 12:30:00+01:00,13.31,4199.43
2024-03-19 12:45:00+01:00,60.78,3960.99
2024-03-19 13:00:00+01:00,50.49,3817.26
2024-03-19 13:15:00+01:00,6.29,3443.71
2024-03-19 13:30:00+01:00,2.04,3362.85
2024-03-19 13:45:00+01:00,2.53,3073.4
2024-03-19 14:00:00+01:00,4.96,4204.8
2024-03-19 14:15:00+01:00,7.95,3893.72
2024-03-19 14:30:00+01:00,24.86,2869.21
2024-03-19 14:45:00+01:00,26.93,2384.55
2024-03-19 15:00:00+01:00,5.85,2893.56
2024-03-19 15:15:00+01:00,7.16,2135.93
2024-03-19 15:30:00+01:00,102.74,1455.54
2024-03-19 15:45:00+01:00,118.65,838.05
2024-03-19 16:00:00+01:00,200.97,1682.53
2024-03-19 16:15:00+01:00,256.73,1195.51
2024-03-19 16:30:00+01:00,676.66,262.3
2024-03-19 16:45:00+01:00,1349.15,18.36
2024-03-19 17:00:00+01:00,1010.15,986.75
2024-03-19 17:15:00+01:00,1341.61,382.2
2024-03-19 17:30:00+01:00,4016.95,13.69
2024-03-19 17:45:00+01:00,5092.24,3.79
2024-03-19 18:00:00+01:00,3734.62,3.72
2024-03-19 18:15:00+01:00,4618.42,1.79
2024-03-19 18:30:00+01:00,4830.33,1.77
2024-03-19 18:45:00+01:00,5006.49,1.31
2024-03-19 19:00:00+01:00,5391.27,0.56
2024-03-19 19:15:00+01:00,5208.89,0.55
2024-03-19 19:30:00+01:00,4702.82,0.55
2024-03-19 19:45:00+01:00,3653.52,55.6
2024-03-19 20:00:00+01:00,5158.99,6.13
2024-03-19 20:15:00+01:00,4503.16,0.7
2024-03-19 20:30:00+01:00,2614.53,4.35
2024-03-19 20:45:00+01:00,1546.64,45.77
2024-03-19 21:00:00+01:00,2199.68,6.48
2024-03-19 21:15:00+01:00,1597.59,6.61
2024-03-19 21:30:00+01:00,924.08,168.07
2024-03-19 21:45:00+01:00,488.93,321.3
2024-03-19 22:00:00+01:00,1105.71,48.84
2024-03-19 22:15:00+01:00,861.82,123.06
2024-03-19 22:30:00+01:00,404.71,240.05
2024-03-19 22:45:00+01:00,222.42,215.44
2024-03-19 23:00:00+01:00,855.86,22.72
2024-03-19 23:15:00+01:00,628.47,62.73
2024-03-19 23:30:00+01:00,315.3,181.2
2024-03-19 23:45:00+01:00,79.1,219.16
2024-03-20 00:00:00+01:00,479.4,153.16
2024-03-20 00:15:00+01:00,200.4,350.4
2024-03-20 00:30:00+01:00,152.31,740.85
2024-03-20 00:45:00+01:00,91.68,942.74
2024-03-20 01:00:00+01:00,138.22,1071.3
2024-03-20 01:15:00+01:00,99.74,1223.05
2024-03-20 01:30:00+01:00,61.89,1305.02
2024-03-20 01:45:00+01:00,64.63,1390.43
2024-03-20 02:00:00+01:00,137.15,1406.15
2024-03-20 02:15:00+01:00,80.21,1045.84
2024-03-20 02:30:00+01:00,136.08,1577.72
2024-03-20 02:45:00+01:00,101.8,1450.15
2024-03-20 03:00:00+01:00,131.83,1291.56
2024-03-20 03:15:00+01:00,275.39,1228.1
2024-03-20 03:30:00+01:00,459.98,1093.54
2024-03-20 03:45:00+01:00,623.06,744.86
2024-03-20 04:00:00+01:00,335.9,997.49
2024-03-20 04:15:00+01:00,301.39,556.17
2024-03-20 04:30:00+01:00,389.1,310.89
2024-03-20 04:45:00+01:00,484.23,153.61
2024-03-20 05:00:00+01:00,150.61,470.96
2024-03-20 05:15:00+01:00,398.95,388.63
2024-03-20 05:30:00+01:00,880.42,98.56
2024-03-20 05:45:00+01:00,1866.35,11.89
2024-03-20 06:00:00+01:00,883.66,264.68
2024-03-20 06:15:00+01:00,1526.31,3.64
2024-03-20 06:30:00+01:00,2990.09,2.45
2024-03-20 06:45:00+01:00,3205.4,2.29
2024-03-20 07:00:00+01:00,3622.69,2.06
2024-03-20 07:15:00+01:00,3190.76,6.59
2024-03-20 07:30:00+01:00,1984.97,46.08
2024-03-20 07:45:00+01:00,1218.47,255.59
2024-03-20 08:00:00+01:00,3612.31,4.8
2024-03-20 08:15:00+01:00,2585.3,9.76
2024-03-20 08:30:00+01:00,979.67,554.97
2024-03-20 08:45:00+01:00,654.39,771.24
2024-03-20 09:00:00+01:00,531.73,135.06
2024-03-20 09:15:00+01:00,236.5,499.24
2024-03-20 09:30:00+01:00,291.07,1166.8
2024-03-20 09:45:00+01:00,227.48,1759.31
2024-03-20 10:00:00+01:00,127.91,1366.46
2024-03-20 10:15:00+01:00,84.36,2603.76
2024-03-20 10:30:00+01:00,119.36,3242.01
2024-03-20 10:45:00+01:00,12.61,3789.0
2024-03-20 11:00:00+01:00,73.55,4568.51
2024-03-20 11:15:00+01:00,70.27,4797.29
2024-03-20 11:30:00+01:00,131.76,4525.3
2024-03-20 11:45:00+01:00,159.73,4706.26
2024-03-20 12:00:00+01:00,16.54,4916.48
2024-03-20 12:15:00+01:00,0.46,5162.38
2024-03-20 12:30:00+01:00,0.04,5107.09
2024-03-20 12:45:00+01:00,0.04,5071.69
2024-03-20 13:00:00+01:00,10.53,5142.62
2024-03-20 13:15:00+01:00,101.13,5078.03
2024-03-20 13:30:00+01:00,94.79,4708.98
2024-03-20 13:45:00+01:00,96.44,4473.68
2024-03-20 14:00:00+01:00,144.67,4767.95
2024-03-20 14:15:00+01:00,102.51,4332.06
2024-03-20 14:30:00+01:00,54.39,3160.87
2024-03-20 14:45:00+01:00,149.95,2559.16
2024-03-20 15:00:00+01:00,271.29,1247.42
2024-03-20 15:15:00+01:00,270.81,860.85
2024-03-20 15:30:00+01:00,298.69,422.09
2024-03-20 15:45:00+01:00,423.45,97.59
2024-03-20 16:00:00+01:00,180.85,1065.48
2024-03-20 16:15:00+01:00,527.14,392.11
2024-03-20 16:30:00+01:00,1460.05,24.22
2024-03-20 16:45:00+01:00,3213.51,8.15
2024-03-20 17:00:00+01:00,2588.36,403.51
2024-03-20 17:15:00+01:00,3239.6,23.19
2024-03-20 17:30:00+01:00,4637.99,4.85
2024-03-20 17:45:00+01:00,5378.64,4.23
2024-03-20 18:00:00+01:00,4871.81,4.19
2024-03-20 18:15:00+01:00,5027.17,4.19
2024-03-20 18:30:00+01:00,5461.46,4.2
2024-03-20 18:45:00+01:00,5402.29,2.47
2024-03-20 19:00:00+01:00,5411.28,0.22
2024-03-20 19:15:00+01:00,5440.02,1.82
2024-03-20 19:30:00+01:00,4939.84,0.71
2024-03-20 19:45:00+01:00,4582.2,1.26
2024-03-20 20:00:00+01:00,4185.4,1.43
2024-03-20 20:15:00+01:00,4033.48,65.59
2024-03-20 20:30:00+01:00,3587.78,311.77
2024-03-20 20:45:00+01:00,3268.22,391.85
2024-03-20 21:00:00+01:00,4089.6,54.95
2024-03-20 21:15:00+01:00,2047.82,231.79
2024-03-20 21:30:00+01:00,1422.36,269.87
2024-03-20 21:45:00+01:00,1029.47,494.45
2024-03-20 22:00:00+01:00,1280.03,169.72
2024-03-20 22:15:00+01:00,525.32,317.11
2024-03-20 22:30:00+01:00,170.53,430.61
2024-03-20 22:45:00+01:00,133.52,419.5
2024-03-20 23:00:00+01:00,345.46,120.79
2024-03-20 23:15:00+01:00,232.95,168.07
2024-03-20 23:30:00+01:00,245.14,222.45
2024-03-20 23:45:00+01:00,60.13,655.39
2024-03-21 00:00:00+01:00,702.25,81.09
2024-03-21 00:15:00+01:00,535.27,111.33
2024-03-21 00:30:00+01:00,271.48,234.32
2024-03-21 00:45:00+01:00,346.92,424.57
2024-03-21 01:00:00+01:00,1198.32,35.54
2024-03-21 01:15:00+01:00,791.85,187.48
2024-03-21 01:30:00+01:00,191.21,290.05
2024-03-21 01:45:00+01:00,33.81,1272.81
2024-03-21 02:00:00+01:00,97.14,1364.75
2024-03-21 02:15:00+01:00,84.37,1882.62
2024-03-21 02:30:00+01:00,13.13,2197.99
2024-03-21 02:45:00+01:00,11.76,2544.43
2024-03-21 03:00:00+01:00,18.78,2505.8
2024-03-21 03:15:00+01:00,17.29,2549.45
2024-03-21 03:30:00+01:00,16.48,2540.56
2024-03-21 03:45:00+01:00,15.21,2619.17
2024-03-21 04:00:00+01:00,14.48,1748.51
2024-03-21 04:15:00+01:00,15.41,1654.05
2024-03-21 04:30:00+01:00,65.79,1287.34
2024-03-21 04:45:00+01:00,58.2,1051.78
2024-03-21 05:00:00+01:00,15.0,1137.29
2024-03-21 05:15:00+01:00,16.09,548.52
2024-03-21 05:30:00+01:00,244.19,110.86
2024-03-21 05:45:00+01:00,441.65,28.65
2024-03-21 06:00:00+01:00,25.07,474.32
2024-03-21 06:15:00+01:00,336.35,55.07
2024-03-21 06:30:00+01:00,1127.17,6.43
2024-03-21 06:45:00+01:00,1722.74,7.01
2024-03-21 07:00:00+01:00,2593.58,4.6
2024-03-21 07:15:00+01:00,2901.96,8.4
2024-03-21 07:30:00+01:00,2888.98,7.65
2024-03-21 07:45:00+01:00,2854.09,6.0
2024-03-21 08:00:00+01:00,4363.57,3.45
2024-03-21 08:15:00+01:00,3999.02,3.37
2024-03-21 08:30:00+01:00,2219.17,3.84
2024-03-21 08:45:00+01:00,1957.18,8.3
2024-03-21 09:00:00+01:00,1589.28,4.4
2024-03-21 09:15:00+01:00,1189.12,91.51
2024-03-21 09:30:00+01:00,742.22,139.44
2024-03-21 09:45:00+01:00,490.57,89.04
2024-03-21 10:00:00+01:00,1073.37,67.52
2024-03-21 10:15:00+01:00,719.45,42.97
2024-03-21 10:30:00+01:00,492.57,139.21
2024-03-21 10:45:00+01:00,309.03,222.56
2024-03-21 11:00:00+01:00,552.07,684.54
2024-03-21 11:15:00+01:00,387.42,983.17
2024-03-21 11:30:00+01:00,229.13,1290.62
2024-03-21 11:45:00+01:00,138.94,1675.6
2024-03-21 12:00:00+01:00,360.25,1840.51
2024-03-21 12:15:00+01:00,215.39,2004.83
2024-03-21 12:30:00+01:00,167.89,2178.52
2024-03-21 12:45:00+01:00,57.42,2593.41
2024-03-21 13:00:00+01:00,248.84,2623.26
2024-03-21 13:15:00+01:00,110.21,2399.32
2024-03-21 13:30:00+01:00,86.52,2347.48
2024-03-21 13:45:00+01:00,66.23,2825.94
2024-03-21 14:00:00+01:00,238.79,3951.95
2024-03-21 14:15:00+01:00,112.62,3775.16
2024-03-21 14:30:00+01:00,267.61,3415.25
2024-03-21 14:45:00+01:00,184.66,2834.03
2024-03-21 15:00:00+01:00,152.3,1879.42
2024-03-21 15:15:00+01:00,216.93,820.33
2024-03-21 15:30:00+01:00,232.46,327.03
2024-03-21 15:45:00+01:00,333.14,265.65
2024-03-21 16:00:00+01:00,244.49,1198.67
2024-03-21 16:15:00+01:00,372.69,310.09
2024-03-21 16:30:00+01:00,928.72,152.42
2024-03-21 16:45:00+01:00,1472.57,9.41
2024-03-21 17:00:00+01:00,1158.12,494.69
2024-03-21 17:15:00+01:00,1768.68,375.64
2024-03-21 17:30:00+01:00,3093.09,18.86
2024-03-21 17:45:00+01:00,3731.22,5.9
2024-03-21 18:00:00+01:00,3062.58,10.64
2024-03-21 18:15:00+01:00,3602.79,5.88
2024-03-21 18:30:00+01:00,4103.68,0.12
2024-03-21 18:45:00+01:00,4369.16,0.06
2024-03-21 19:00:00+01:00,3890.09,0.06
2024-03-21 19:15:00+01:00,3923.52,0.56
2024-03-21 19:30:00+01:00,3490.97,40.58
2024-03-21 19:45:00+01:00,2849.68,143.03
2024-03-21 20:00:00+01:00,3595.3,9.42
2024-03-21 20:15:00+01:00,2598.57,269.16
2024-03-21 20:30:00+01:00,1512.31,271.41
2024-03-21 20:45:00+01:00,1099.0,364.01
2024-03-21 21:00:00+01:00,1172.62,65.47
2024-03-21 21:15:00+01:00,793.97,151.1
2024-03-21 21:30:00+01:00,223.02,558.14
2024-03-21 21:45:00+01:00,242.55,837.17
2024-03-21 22:00:00+01:00,1651.06,180.05
2024-03-21 22:15:00+01:00,1129.63,58.49
2024-03-21 22:30:00+01:00,583.97,437.09
2024-03-21 22:45:00+01:00,136.97,194.89
2024-03-21 23:00:00+01:00,683.9,112.44
2024-03-21 23:15:00+01:00,416.5,398.52
2024-03-21 23:30:00+01:00,337.93,959.05
2024-03-21 23:45:00+01:00,97.9,1134.9
2024-03-22 00:00:00+01:00,107.96,348.33
2024-03-22 00:15:00+01:00,3.46,1099.72
2024-03-22 00:30:00+01:00,2.16,1863.48
2024-03-22 00:45:00+01:00,2.21,2022.98
2024-03-22 01:00:00+01:00,2.37,1510.64
2024-03-22 01:15:00+01:00,0.86,2289.18
2024-03-22 01:30:00+01:00,3.46,2827.88
2024-03-22 01:45:00+01:00,0.35,3495.34
2024-03-22 02:00:00+01:00,10.12,4121.16
2024-03-22 02:15:00+01:00,0.5,4559.17
2024-03-22 02:30:00+01:00,0.92,4695.99
2024-03-22 02:45:00+01:00,1.99,4794.84
2024-03-22 03:00:00+01:00,1.73,4717.83
2024-03-22 03:15:00+01:00,0.74,4763.24
2024-03-22 03:30:00+01:00,2.53,4720.64
2024-03-22 03:45:00+01:00,6.05,4786.33
2024-03-22 04:00:00+01:00,0.14,4387.4
2024-03-22 04:15:00+01:00,0.14,4340.07
2024-03-22 04:30:00+01:00,1.05,4032.87
2024-03-22 04:45:00+01:00,1.75,3944.69
2024-03-22 05:00:00+01:00,12.63,2704.8
2024-03-22 05:15:00+01:00,11.35,2649.76
2024-03-22 05:30:00+01:00,92.3,1812.89
2024-03-22 05:45:00+01:00,161.69,1190.17
2024-03-22 06:00:00+01:00,738.95,293.18
2024-03-22 06:15:00+01:00,1589.88,21.9
2024-03-22 06:30:00+01:00,2175.24,7.63
2024-03-22 06:45:00+01:00,2434.3,7.61
2024-03-22 07:00:00+01:00,2387.65,5.02
2024-03-22 07:15:00+01:00,1997.0,4.76
2024-03-22 07:30:00+01:00,1834.69,4.88
2024-03-22 07:45:00+01:00,1502.85,5.09
2024-03-22 08:00:00+01:00,2276.41,4.78
2024-03-22 08:15:00+01:00,1513.01,4.98
2024-03-22 08:30:00+01:00,607.83,19.42
2024-03-22 08:45:00+01:00,203.07,168.94
2024-03-22 09:00:00+01:00,686.37,284.64
2024-03-22 09:15:00+01:00,697.26,280.54
2024-03-22 09:30:00+01:00,251.48,300.82
2024-03-22 09:45:00+01:00,195.25,679.26
2024-03-22 10:00:00+01:00,206.09,1416.63
2024-03-22 10:15:00+01:00,118.19,2206.55
2024-03-22 10:30:00+01:00,54.66,3754.44
2024-03-22 10:45:00+01:00,42.34,3934.83
2024-03-22 11:00:00+01:00,42.68,3899.56
2024-03-22 11:15:00+01:00,46.78,3892.9
2024-03-22 11:30:00+01:00,86.31,3721.55
2024-03-22 11:45:00+01:00,80.41,3696.88
2024-03-22 12:00:00+01:00,39.44,3089.03
2024-03-22 12:15:00+01:00,1.77,3406.76
2024-03-22 12:30:00+01:00,1.59,3748.3
2024-03-22 12:45:00+01:00,11.6,3608.58
2024-03-22 13:00:00+01:00,0.21,3493.54
2024-03-22 13:15:00+01:00,0.21,3585.24
2024-03-22 13:30:00+01:00,0.21,3417.02
2024-03-22 13:45:00+01:00,0.3,3622.92
2024-03-22 14:00:00+01:00,2.2,3617.9
2024-03-22 14:15:00+01:00,1.74,3179.72
2024-03-22 14:30:00+01:00,3.95,2171.18
2024-03-22 14:45:00+01:00,14.11,1561.94
2024-03-22 15:00:00+01:00,141.64,1535.21
2024-03-22 15:15:00+01:00,252.19,778.15
2024-03-22 15:30:00+01:00,632.87,99.69
2024-03-22 15:45:00+01:00,1451.14,96.76
2024-03-22 16:00:00+01:00,443.48,1190.95
2024-03-22 16:15:00+01:00,657.75,461.41
2024-03-22 16:30:00+01:00,1344.97,159.28
2024-03-22 16:45:00+01:00,1807.37,16.42
2024-03-22 17:00:00+01:00,1002.34,16.96
2024-03-22 17:15:00+01:00,1876.86,4.63
2024-03-22 17:30:00+01:00,3888.19,3.02
2024-03-22 17:45:00+01:00,5009.35,1.55
2024-03-22 18:00:00+01:00,4173.99,0.3
2024-03-22 18:15:00+01:00,5150.63,0.06
2024-03-22 18:30:00+01:00,5929.39,0.09
2024-03-22 18:45:00+01:00,6254.77,0.05
2024-03-22 19:00:00+01:00,5917.24,0.05
2024-03-22 19:15:00+01:00,5593.9,0.05
2024-03-22 19:30:00+01:00,5259.26,0.06
2024-03-22 19:45:00+01:00,4774.74,0.05
2024-03-22 20:00:00+01:00,4348.67,0.62
2024-03-22 20:15:00+01:00,3620.8,5.75
2024-03-22 20:30:00+01:00,3079.79,5.86
2024-03-22 20:45:00+01:00,2263.43,34.65
2024-03-22 21:00:00+01:00,2516.53,20.49
2024-03-22 21:15:00+01:00,2230.15,97.14
2024-03-22 21:30:00+01:00,1501.39,159.72
2024-03-22 21:45:00+01:00,974.66,36.58
2024-03-22 22:00:00+01:00,2175.71,9.88
2024-03-22 22:15:00+01:00,1629.03,34.89
2024-03-22 22:30:00+01:00,1372.16,80.86
2024-03-22 22:45:00+01:00,1705.22,36.65
2024-03-22 23:00:00+01:00,1664.22,228.03
2024-03-22 23:15:00+01:00,502.72,46.64
2024-03-22 23:30:00+01:00,453.19,405.1
2024-03-22 23:45:00+01:00,570.5,828.55
2024-03-23 00:00:00+01:00,1583.32,220.05
2024-03-23 00:15:00+01:00,1773.54,42.15
2024-03-23 00:30:00+01:00,1746.54,396.51
2024-03-23 00:45:00+01:00,1342.86,395.86
2024-03-23 01:00:00+01:00,1363.78,194.54
2024-03-23 01:15:00+01:00,645.85,192.56
2024-03-23 01:30:00+01:00,341.77,40.05
2024-03-23 01:45:00+01:00,284.92,478.95
2024-03-23 02:00:00+01:00,563.63,58.22
2024-03-23 02:15:00+01:00,246.19,128.54
2024-03-23 02:30:00+01:00,181.85,331.43
2024-03-23 02:45:00+01:00,150.66,463.85
2024-03-23 03:00:00+01:00,566.3,44.51
2024-03-23 03:15:00+01:00,417.1,252.7
2024-03-23 03:30:00+01:00,243.64,284.72
2024-03-23 03:45:00+01:00,246.43,326.3
2024-03-23 04:00:00+01:00,473.53,56.6
2024-03-23 04:15:00+01:00,147.77,48.6
2024-03-23 04:30:00+01:00,127.09,230.68
2024-03-23 04:45:00+01:00,1.5,421.69
2024-03-23 05:00:00+01:00,5.86,391.95
2024-03-23 05:15:00+01:00,1.75,796.28
2024-03-23 05:30:00+01:00,0.67,905.67
2024-03-23 05:45:00+01:00,0.41,1014.28
2024-03-23 06:00:00+01:00,8.14,572.17
2024-03-23 06:15:00+01:00,4.26,511.07
2024-03-23 06:30:00+01:00,2.11,877.5
2024-03-23 06:45:00+01:00,1.17,832.77
2024-03-23 07:00:00+01:00,359.18,317.91
2024-03-23 07:15:00+01:00,261.26,433.29
2024-03-23 07:30:00+01:00,43.87,683.9
2024-03-23 07:45:00+01:00,0.45,1233.03
2024-03-23 08:00:00+01:00,1158.5,298.65
2024-03-23 08:15:00+01:00,884.97,316.78
2024-03-23 08:30:00+01:00,213.54,659.18
2024-03-23 08:45:00+01:00,0.34,983.18
2024-03-23 09:00:00+01:00,668.38,287.6
2024-03-23 09:15:00+01:00,23.46,948.09
2024-03-23 09:30:00+01:00,0.34,2270.81
2024-03-23 09:45:00+01:00,5.88,3352.9
2024-03-23 10:00:00+01:00,103.34,3734.86
2024-03-23 10:15:00+01:00,21.19,5365.28
2024-03-23 10:30:00+01:00,26.62,5738.72
2024-03-23 10:45:00+01:00,41.03,5587.76
2024-03-23 11:00:00+01:00,209.61,5042.65
2024-03-23 11:15:00+01:00,37.53,5532.83
2024-03-23 11:30:00+01:00,22.48,5456.11
2024-03-23 11:45:00+01:00,4.43,5434.65
2024-03-23 12:00:00+01:00,23.29,5201.41
2024-03-23 12:15:00+01:00,6.27,5215.24
2024-03-23 12:30:00+01:00,7.08,5466.63
2024-03-23 12:45:00+01:00,60.42,5851.17
2024-03-23 13:00:00+01:00,51.07,5600.19
2024-03-23 13:15:00+01:00,47.15,5698.26
2024-03-23 13:30:00+01:00,48.15,5597.76
2024-03-23 13:45:00+01:00,46.62,5651.43
2024-03-23 14:00:00+01:00,49.37,5535.31
2024-03-23 14:15:00+01:00,22.76,5523.31
2024-03-23 14:30:00+01:00,27.18,5500.75
2024-03-23 14:45:00+01:00,20.66,5464.67
2024-03-23 15:00:00+01:00,22.07,5546.22
2024-03-23 15:15:00+01:00,27.34,5604.45
2024-03-23 15:30:00+01:00,99.21,5356.7
2024-03-23 15:45:00+01:00,295.3,5136.86
2024-03-23 16:00:00+01:00,32.61,5316.97
2024-03-23 16:15:00+01:00,118.61,5130.36
2024-03-23 16:30:00+01:00,317.03,4474.58
2024-03-23 16:45:00+01:00,254.05,2168.2
2024-03-23 17:00:00+01:00,451.83,2004.74
2024-03-23 17:15:00+01:00,961.14,351.09
