,Hydro Pumped Storage,Hydro Pumped Storage
,Actual Aggregated,Actual Consumption
timestamp,,
2024-01-01 01:00:00+01:00,483.1,2990.35
2024-01-01 01:15:00+01:00,406.87,2348.43
2024-01-01 01:30:00+01:00,386.87,2361.72
2024-01-01 01:45:00+01:00,386.08,2395.63
2024-01-01 02:00:00+01:00,451.56,3135.68
2024-01-01 02:15:00+01:00,389.55,2986.69
2024-01-01 02:30:00+01:00,386.81,3031.81
2024-01-01 02:45:00+01:00,385.77,3051.32
2024-01-01 03:00:00+01:00,379.02,3272.09
2024-01-01 03:15:00+01:00,316.97,2981.6
2024-01-01 03:30:00+01:00,317.41,3017.37
2024-01-01 03:45:00+01:00,289.0,3100.8
2024-01-01 04:00:00+01:00,164.75,3340.11
2024-01-01 04:15:00+01:00,173.68,3344.13
2024-01-01 04:30:00+01:00,186.39,3186.77
2024-01-01 04:45:00+01:00,185.58,3250.06
2024-01-01 05:00:00+01:00,159.76,3884.91
2024-01-01 05:15:00+01:00,159.14,3450.33
2024-01-01 05:30:00+01:00,199.7,3312.14
2024-01-01 05:45:00+01:00,201.38,3198.99
2024-01-01 06:00:00+01:00,144.27,3925.64
2024-01-01 06:15:00+01:00,142.73,3715.79
2024-01-01 06:30:00+01:00,160.07,3470.4
2024-01-01 06:45:00+01:00,145.56,3521.18
2024-01-01 07:00:00+01:00,146.45,3131.76
2024-01-01 07:15:00+01:00,170.79,2849.91
2024-01-01 07:30:00+01:00,148.44,2629.9
2024-01-01 07:45:00+01:00,144.68,2752.45
2024-01-01 08:00:00+01:00,13.18,2632.58
2024-01-01 08:15:00+01:00,65.18,2715.16
2024-01-01 08:30:00+01:00,4.04,2688.74
2024-01-01 08:45:00+01:00,20.74,3058.11
2024-01-01 09:00:00+01:00,143.54,3472.86
2024-01-01 09:15:00+01:00,142.38,3624.79
2024-01-01 09:30:00+01:00,142.35,3825.92
2024-01-01 09:45:00+01:00,143.75,3836.75
2024-01-01 10:00:00+01:00,65.29,3576.93
2024-01-01 10:15:00+01:00,61.0,3776.42
2024-01-01 10:30:00+01:00,60.06,4085.22
2024-01-01 10:45:00+01:00,61.16,3804.35
2024-01-01 11:00:00+01:00,114.32,3303.73
2024-01-01 11:15:00+01:00,61.41,3369.4
2024-01-01 11:30:00+01:00,60.06,3350.13
2024-01-01 11:45:00+01:00,143.8,3587.55
2024-01-01 12:00:00+01:00,150.59,2734.05
2024-01-01 12:15:00+01:00,83.81,2748.15
2024-01-01 12:30:00+01:00,82.43,3089.9
2024-01-01 12:45:00+01:00,196.21,3151.89
2024-01-01 13:00:00+01:00,150.13,3120.95
2024-01-01 13:15:00+01:00,122.64,3057.98
2024-01-01 13:30:00+01:00,0.43,2588.73
2024-01-01 13:45:00+01:00,35.4,2356.43
2024-01-01 14:00:00+01:00,30.43,1965.68
2024-01-01 14:15:00+01:00,153.63,1247.91
2024-01-01 14:30:00+01:00,334.06,631.9
2024-01-01 14:45:00+01:00,1830.67,550.13
2024-01-01 15:00:00+01:00,353.08,894.56
2024-01-01 15:15:00+01:00,1023.99,518.08
2024-01-01 15:30:00+01:00,1994.61,302.59
2024-01-01 15:45:00+01:00,2379.43,298.35
2024-01-01 16:00:00+01:00,466.18,443.18
2024-01-01 16:15:00+01:00,1208.78,28.79
2024-01-01 16:30:00+01:00,2536.37,17.45
2024-01-01 16:45:00+01:00,3320.97,14.67
2024-01-01 17:00:00+01:00,2239.3,15.51
2024-01-01 17:15:00+01:00,3036.62,10.19
2024-01-01 17:30:00+01:00,3167.51,10.21
2024-01-01 17:45:00+01:00,3480.22,10.38
2024-01-01 18:00:00+01:00,4295.04,9.34
2024-01-01 18:15:00+01:00,4094.45,9.08
2024-01-01 18:30:00+01:00,4137.63,9.01
2024-01-01 18:45:00+01:00,4054.54,9.11
2024-01-01 19:00:00+01:00,4028.09,12.44
2024-01-01 19:15:00+01:00,3177.24,15.6
2024-01-01 19:30:00+01:00,2704.03,60.49
2024-01-01 19:45:00+01:00,1901.78,64.16
2024-01-01 20:00:00+01:00,1765.43,34.36
2024-01-01 20:15:00+01:00,1366.45,20.4
2024-01-01 20:30:00+01:00,701.65,39.52
2024-01-01 20:45:00+01:00,637.04,266.61
2024-01-01 21:00:00+01:00,1038.75,148.02
2024-01-01 21:15:00+01:00,838.59,103.39
2024-01-01 21:30:00+01:00,596.18,144.84
2024-01-01 21:45:00+01:00,314.34,294.44
2024-01-01 22:00:00+01:00,867.44,257.55
2024-01-01 22:15:00+01:00,590.35,780.02
2024-01-01 22:30:00+01:00,272.14,693.4
2024-01-01 22:45:00+01:00,560.1,1697.38
2024-01-01 23:00:00+01:00,535.75,1109.53
2024-01-01 23:15:00+01:00,544.29,1734.05
2024-01-01 23:30:00+01:00,152.85,1741.87
2024-01-01 23:45:00+01:00,142.13,2221.28
2024-01-02 00:00:00+01:00,239.21,1149.79
2024-01-02 00:15:00+01:00,166.61,1476.36
2024-01-02 00:30:00+01:00,38.5,1833.58
2024-01-02 00:45:00+01:00,34.65,2152.05
2024-01-02 01:00:00+01:00,0.52,1732.85
2024-01-02 01:15:00+01:00,30.67,2236.61
2024-01-02 01:30:00+01:00,2.64,2545.14
2024-01-02 01:45:00+01:00,113.88,2807.0
2024-01-02 02:00:00+01:00,197.22,2546.77
2024-01-02 02:15:00+01:00,171.71,3062.9
2024-01-02 02:30:00+01:00,170.53,3294.16
2024-01-02 02:45:00+01:00,73.95,3407.51
2024-01-02 03:00:00+01:00,24.33,3582.82
2024-01-02 03:15:00+01:00,5.06,3943.69
2024-01-02 03:30:00+01:00,0.06,3763.23
2024-01-02 03:45:00+01:00,1.25,3657.94
2024-01-02 04:00:00+01:00,73.11,3637.08
2024-01-02 04:15:00+01:00,40.35,3705.32
2024-01-02 04:30:00+01:00,39.8,3710.97
2024-01-02 04:45:00+01:00,50.63,3354.68
2024-01-02 05:00:00+01:00,152.51,2930.61
2024-01-02 05:15:00+01:00,144.11,2970.84
2024-01-02 05:30:00+01:00,144.92,2837.9
2024-01-02 05:45:00+01:00,299.41,2436.06
2024-01-02 06:00:00+01:00,181.85,2491.66
2024-01-02 06:15:00+01:00,322.2,2156.51
2024-01-02 06:30:00+01:00,316.1,1352.99
2024-01-02 06:45:00+01:00,645.66,1018.74
2024-01-02 07:00:00+01:00,632.07,1380.8
2024-01-02 07:15:00+01:00,562.83,789.29
2024-01-02 07:30:00+01:00,1038.46,486.81
2024-01-02 07:45:00+01:00,1616.5,287.08
2024-01-02 08:00:00+01:00,1021.64,293.52
2024-01-02 08:15:00+01:00,1141.15,58.97
2024-01-02 08:30:00+01:00,1474.62,10.08
2024-01-02 08:45:00+01:00,1796.42,9.68
2024-01-02 09:00:00+01:00,2273.01,6.82
2024-01-02 09:15:00+01:00,2351.07,3.34
2024-01-02 09:30:00+01:00,2498.66,3.07
2024-01-02 09:45:00+01:00,2554.31,2.89
2024-01-02 10:00:00+01:00,1473.36,39.12
2024-01-02 10:15:00+01:00,1322.76,3.56
2024-01-02 10:30:00+01:00,1424.21,3.32
2024-01-02 10:45:00+01:00,1451.97,3.3
2024-01-02 11:00:00+01:00,918.39,154.58
2024-01-02 11:15:00+01:00,1377.81,159.33
2024-01-02 11:30:00+01:00,2102.02,6.71
2024-01-02 11:45:00+01:00,2444.35,3.25
2024-01-02 12:00:00+01:00,2714.68,2.42
2024-01-02 12:15:00+01:00,2867.72,1.75
2024-01-02 12:30:00+01:00,3136.0,1.88
2024-01-02 12:45:00+01:00,3350.26,1.74
2024-01-02 13:00:00+01:00,2562.1,1.9
2024-01-02 13:15:00+01:00,2042.75,2.42
2024-01-02 13:30:00+01:00,2347.0,1.86
2024-01-02 13:45:00+01:00,2292.75,2.99
2024-01-02 14:00:00+01:00,2886.41,1.97
2024-01-02 14:15:00+01:00,3584.33,1.73
2024-01-02 14:30:00+01:00,3914.27,1.96
2024-01-02 14:45:00+01:00,4082.16,2.58
2024-01-02 15:00:00+01:00,3778.96,1.2
2024-01-02 15:15:00+01:00,4082.22,0.71
2024-01-02 15:30:00+01:00,4448.88,0.46
2024-01-02 15:45:00+01:00,4378.28,0.49
2024-01-02 16:00:00+01:00,4622.58,0.65
2024-01-02 16:15:00+01:00,4982.55,0.73
2024-01-02 16:30:00+01:00,5005.2,0.67
2024-01-02 16:45:00+01:00,4959.1,0.55
2024-01-02 17:00:00+01:00,4325.54,1.74
2024-01-02 17:15:00+01:00,3902.14,1.76
2024-01-02 17:30:00+01:00,3680.54,2.35
2024-01-02 17:45:00+01:00,2948.22,3.78
2024-01-02 18:00:00+01:00,3354.45,4.01
2024-01-02 18:15:00+01:00,3051.67,4.73
2024-01-02 18:30:00+01:00,2611.88,80.52
2024-01-02 18:45:00+01:00,2174.71,131.73
2024-01-02 19:00:00+01:00,2939.51,8.93
2024-01-02 19:15:00+01:00,1904.18,140.91
2024-01-02 19:30:00+01:00,1240.15,342.09
2024-01-02 19:45:00+01:00,827.77,658.66
2024-01-02 20:00:00+01:00,1969.49,209.79
2024-01-02 20:15:00+01:00,1098.38,501.89
2024-01-02 20:30:00+01:00,496.46,1000.31
2024-01-02 20:45:00+01:00,489.24,1756.21
2024-01-02 21:00:00+01:00,1265.65,842.95
2024-01-02 21:15:00+01:00,445.49,1122.55
2024-01-02 21:30:00+01:00,273.41,1523.82
2024-01-02 21:45:00+01:00,201.73,2179.12
2024-01-02 22:00:00+01:00,1002.9,1358.45
2024-01-02 22:15:00+01:00,325.41,1990.08
2024-01-02 22:30:00+01:00,341.78,2263.72
2024-01-02 22:45:00+01:00,206.35,2461.85
2024-01-02 23:00:00+01:00,529.48,2239.87
2024-01-02 23:15:00+01:00,199.55,2567.67
2024-01-02 23:30:00+01:00,103.34,2752.84
2024-01-02 23:45:00+01:00,109.59,3082.37
2024-01-03 00:00:00+01:00,155.99,3039.36
2024-01-03 00:15:00+01:00,54.91,3589.93
2024-01-03 00:30:00+01:00,0.73,4082.08
2024-01-03 00:45:00+01:00,0.06,4024.73
2024-01-03 01:00:00+01:00,0.59,4084.14
2024-01-03 01:15:00+01:00,10.3,4470.38
2024-01-03 01:30:00+01:00,11.54,4535.21
2024-01-03 01:45:00+01:00,15.56,4445.52
2024-01-03 02:00:00+01:00,67.39,4047.05
2024-01-03 02:15:00+01:00,7.09,4254.68
2024-01-03 02:30:00+01:00,6.28,4641.87
2024-01-03 02:45:00+01:00,2.84,4846.27
2024-01-03 03:00:00+01:00,17.07,4612.05
2024-01-03 03:15:00+01:00,2.02,4687.27
2024-01-03 03:30:00+01:00,16.96,4598.29
2024-01-03 03:45:00+01:00,14.72,4701.24
2024-01-03 04:00:00+01:00,9.68,4707.52
2024-01-03 04:15:00+01:00,16.16,4700.39
2024-01-03 04:30:00+01:00,15.33,4534.85
2024-01-03 04:45:00+01:00,2.63,4732.84
2024-01-03 05:00:00+01:00,12.6,4868.52
2024-01-03 05:15:00+01:00,0.42,4708.3
2024-01-03 05:30:00+01:00,0.06,4488.93
2024-01-03 05:45:00+01:00,2.76,4265.77
2024-01-03 06:00:00+01:00,0.38,4304.14
2024-01-03 06:15:00+01:00,46.45,3998.69
2024-01-03 06:30:00+01:00,11.78,3065.1
2024-01-03 06:45:00+01:00,16.54,2423.34
2024-01-03 07:00:00+01:00,148.0,2011.66
2024-01-03 07:15:00+01:00,183.32,1212.14
2024-01-03 07:30:00+01:00,481.96,547.32
2024-01-03 07:45:00+01:00,636.33,331.48
2024-01-03 08:00:00+01:00,669.58,494.67
2024-01-03 08:15:00+01:00,928.96,206.77
2024-01-03 08:30:00+01:00,1440.62,40.95
2024-01-03 08:45:00+01:00,1434.24,9.01
2024-01-03 09:00:00+01:00,1138.77,6.85
2024-01-03 09:15:00+01:00,1249.06,6.7
2024-01-03 09:30:00+01:00,1187.51,7.22
2024-01-03 09:45:00+01:00,899.02,182.17
2024-01-03 10:00:00+01:00,1092.46,57.09
2024-01-03 10:15:00+01:00,549.43,328.97
2024-01-03 10:30:00+01:00,548.35,784.58
2024-01-03 10:45:00+01:00,304.79,1241.26
2024-01-03 11:00:00+01:00,617.29,798.74
2024-01-03 11:15:00+01:00,470.77,1073.04
2024-01-03 11:30:00+01:00,408.69,1066.17
2024-01-03 11:45:00+01:00,366.09,1068.39
2024-01-03 12:00:00+01:00,181.2,515.74
2024-01-03 12:15:00+01:00,207.43,840.17
2024-01-03 12:30:00+01:00,127.17,971.67
2024-01-03 12:45:00+01:00,242.55,762.62
2024-01-03 13:00:00+01:00,223.91,862.99
2024-01-03 13:15:00+01:00,247.33,743.66
2024-01-03 13:30:00+01:00,367.85,749.81
2024-01-03 13:45:00+01:00,374.42,933.72
2024-01-03 14:00:00+01:00,27.91,1349.9
2024-01-03 14:15:00+01:00,68.13,719.88
2024-01-03 14:30:00+01:00,93.27,464.44
2024-01-03 14:45:00+01:00,183.78,335.09
2024-01-03 15:00:00+01:00,124.96,1527.33
2024-01-03 15:15:00+01:00,307.35,546.48
2024-01-03 15:30:00+01:00,1200.58,229.65
2024-01-03 15:45:00+01:00,1314.67,37.91
2024-01-03 16:00:00+01:00,1187.59,137.76
2024-01-03 16:15:00+01:00,1989.0,99.99
2024-01-03 16:30:00+01:00,3382.12,13.51
2024-01-03 16:45:00+01:00,4340.82,6.66
2024-01-03 17:00:00+01:00,3030.27,95.82
2024-01-03 17:15:00+01:00,3623.88,8.27
2024-01-03 17:30:00+01:00,4660.74,6.29
2024-01-03 17:45:00+01:00,4752.8,4.62
2024-01-03 18:00:00+01:00,4299.25,4.62
2024-01-03 18:15:00+01:00,4002.29,4.35
2024-01-03 18:30:00+01:00,4192.69,4.89
2024-01-03 18:45:00+01:00,3931.4,3.91
2024-01-03 19:00:00+01:00,4193.51,9.23
2024-01-03 19:15:00+01:00,3349.92,9.38
2024-01-03 19:30:00+01:00,3006.82,14.04
2024-01-03 19:45:00+01:00,2318.93,14.07
2024-01-03 20:00:00+01:00,3966.42,11.33
2024-01-03 20:15:00+01:00,2969.39,10.4
2024-01-03 20:30:00+01:00,1892.1,36.36
2024-01-03 20:45:00+01:00,1379.52,341.84
2024-01-03 21:00:00+01:00,2058.08,66.51
2024-01-03 21:15:00+01:00,1466.07,61.13
2024-01-03 21:30:00+01:00,832.65,99.1
2024-01-03 21:45:00+01:00,616.32,747.33
2024-01-03 22:00:00+01:00,1557.02,168.61
2024-01-03 22:15:00+01:00,1061.09,167.55
2024-01-03 22:30:00+01:00,763.8,332.61
2024-01-03 22:45:00+01:00,559.63,1201.8
2024-01-03 23:00:00+01:00,1488.7,269.8
2024-01-03 23:15:00+01:00,697.93,415.15
2024-01-03 23:30:00+01:00,367.95,881.02
2024-01-03 23:45:00+01:00,142.14,1758.93
2024-01-04 00:00:00+01:00,196.69,1598.48
2024-01-04 00:15:00+01:00,84.45,2402.59
2024-01-04 00:30:00+01:00,42.38,3249.3
2024-01-04 00:45:00+01:00,43.06,3978.75
2024-01-04 01:00:00+01:00,46.65,3621.13
2024-01-04 01:15:00+01:00,42.9,3930.15
2024-01-04 01:30:00+01:00,42.53,4754.34
2024-01-04 01:45:00+01:00,41.75,4855.03
2024-01-04 02:00:00+01:00,41.39,4678.86
2024-01-04 02:15:00+01:00,25.64,5163.59
2024-01-04 02:30:00+01:00,31.38,5005.72
2024-01-04 02:45:00+01:00,22.14,4974.7
2024-01-04 03:00:00+01:00,22.14,5109.24
2024-01-04 03:15:00+01:00,22.86,5076.97
2024-01-04 03:30:00+01:00,23.63,4900.3
2024-01-04 03:45:00+01:00,23.91,4861.31
2024-01-04 04:00:00+01:00,23.46,4672.95
2024-01-04 04:15:00+01:00,22.14,4604.74
2024-01-04 04:30:00+01:00,22.15,4558.22
2024-01-04 04:45:00+01:00,34.96,4397.19
2024-01-04 05:00:00+01:00,65.41,4472.25
2024-01-04 05:15:00+01:00,63.56,4271.25
2024-01-04 05:30:00+01:00,64.67,3402.06
2024-01-04 05:45:00+01:00,73.38,2329.03
2024-01-04 06:00:00+01:00,111.28,2623.38
2024-01-04 06:15:00+01:00,244.45,2040.7
2024-01-04 06:30:00+01:00,305.68,761.32
2024-01-04 06:45:00+01:00,432.96,300.15
2024-01-04 07:00:00+01:00,184.62,742.29
2024-01-04 07:15:00+01:00,257.54,211.32
2024-01-04 07:30:00+01:00,492.71,150.34
2024-01-04 07:45:00+01:00,667.92,16.23
2024-01-04 08:00:00+01:00,487.55,506.71
2024-01-04 08:15:00+01:00,777.97,42.31
2024-01-04 08:30:00+01:00,873.97,7.98
2024-01-04 08:45:00+01:00,839.14,49.73
2024-01-04 09:00:00+01:00,933.15,56.28
2024-01-04 09:15:00+01:00,848.99,6.65
2024-01-04 09:30:00+01:00,532.44,9.34
2024-01-04 09:45:00+01:00,685.97,701.33
2024-01-04 10:00:00+01:00,586.32,441.22
2024-01-04 10:15:00+01:00,522.29,679.91
2024-01-04 10:30:00+01:00,436.95,697.45
2024-01-04 10:45:00+01:00,396.35,768.66
2024-01-04 11:00:00+01:00,1425.73,49.97
2024-01-04 11:15:00+01:00,1497.97,4.65
2024-01-04 11:30:00+01:00,1722.56,4.65
2024-01-04 11:45:00+01:00,1751.86,63.98
2024-01-04 12:00:00+01:00,1248.34,8.09
2024-01-04 12:15:00+01:00,964.26,8.09
2024-01-04 12:30:00+01:00,871.99,8.15
2024-01-04 12:45:00+01:00,838.26,13.76
2024-01-04 13:00:00+01:00,769.6,398.93
2024-01-04 13:15:00+01:00,1055.34,200.73
2024-01-04 13:30:00+01:00,1088.0,56.14
2024-01-04 13:45:00+01:00,1261.68,98.24
2024-01-04 14:00:00+01:00,757.99,581.0
2024-01-04 14:15:00+01:00,985.21,122.46
2024-01-04 14:30:00+01:00,1712.67,7.14
2024-01-04 14:45:00+01:00,2091.61,6.47
2024-01-04 15:00:00+01:00,900.87,9.12
2024-01-04 15:15:00+01:00,1614.19,112.73
2024-01-04 15:30:00+01:00,2480.63,138.25
2024-01-04 15:45:00+01:00,3119.26,137.65
2024-01-04 16:00:00+01:00,1990.43,134.96
2024-01-04 16:15:00+01:00,2900.33,110.69
2024-01-04 16:30:00+01:00,4290.1,67.26
2024-01-04 16:45:00+01:00,4925.77,7.61
2024-01-04 17:00:00+01:00,3851.17,9.62
2024-01-04 17:15:00+01:00,4618.29,4.3
2024-01-04 17:30:00+01:00,5290.87,2.75
2024-01-04 17:45:00+01:00,5504.54,2.5
2024-01-04 18:00:00+01:00,5595.93,2.49
2024-01-04 18:15:00+01:00,5354.77,0.42
2024-01-04 18:30:00+01:00,5388.73,0.38
2024-01-04 18:45:00+01:00,5358.68,0.47
2024-01-04 19:00:00+01:00,3737.39,53.74
2024-01-04 19:15:00+01:00,3776.07,131.81
2024-01-04 19:30:00+01:00,3511.99,134.64
2024-01-04 19:45:00+01:00,3225.78,137.31
2024-01-04 20:00:00+01:00,2986.62,28.43
2024-01-04 20:15:00+01:00,2280.37,17.16
2024-01-04 20:30:00+01:00,1783.89,95.35
2024-01-04 20:45:00+01:00,1318.95,138.0
2024-01-04 21:00:00+01:00,1365.78,125.87
2024-01-04 21:15:00+01:00,1031.14,182.74
2024-01-04 21:30:00+01:00,511.49,274.39
2024-01-04 21:45:00+01:00,351.91,470.96
2024-01-04 22:00:00+01:00,1164.16,48.63
2024-01-04 22:15:00+01:00,692.69,27.19
2024-01-04 22:30:00+01:00,353.62,142.82
2024-01-04 22:45:00+01:00,312.85,480.58
2024-01-04 23:00:00+01:00,1042.76,35.66
2024-01-04 23:15:00+01:00,753.24,29.49
2024-01-04 23:30:00+01:00,572.8,361.51
2024-01-04 23:45:00+01:00,141.66,1202.51
2024-01-05 00:00:00+01:00,1079.73,64.53
2024-01-05 00:15:00+01:00,421.15,61.43
2024-01-05 00:30:00+01:00,183.23,722.65
2024-01-05 00:45:00+01:00,31.0,1118.4
2024-01-05 01:00:00+01:00,271.67,769.07
2024-01-05 01:15:00+01:00,84.97,818.87
2024-01-05 01:30:00+01:00,64.01,1288.9
2024-01-05 01:45:00+01:00,47.96,1888.57
2024-01-05 02:00:00+01:00,193.44,1704.91
2024-01-05 02:15:00+01:00,183.05,2385.19
2024-01-05 02:30:00+01:00,173.54,2842.75
2024-01-05 02:45:00+01:00,155.25,3355.52
2024-01-05 03:00:00+01:00,212.07,3132.47
2024-01-05 03:15:00+01:00,141.8,3639.32
2024-01-05 03:30:00+01:00,35.3,3670.12
2024-01-05 03:45:00+01:00,7.07,3709.14
2024-01-05 04:00:00+01:00,55.46,3831.36
2024-01-05 04:15:00+01:00,24.64,3919.44
2024-01-05 04:30:00+01:00,69.08,3859.12
2024-01-05 04:45:00+01:00,80.52,3829.06
2024-01-05 05:00:00+01:00,127.21,2817.98
2024-01-05 05:15:00+01:00,144.94,2553.15
2024-01-05 05:30:00+01:00,89.48,2110.7
2024-01-05 05:45:00+01:00,201.3,1659.08
2024-01-05 06:00:00+01:00,160.19,1863.23
2024-01-05 06:15:00+01:00,199.5,1076.38
2024-01-05 06:30:00+01:00,298.41,294.63
2024-01-05 06:45:00+01:00,276.47,122.51
2024-01-05 07:00:00+01:00,336.2,263.67
2024-01-05 07:15:00+01:00,408.06,305.19
2024-01-05 07:30:00+01:00,781.18,89.37
2024-01-05 07:45:00+01:00,1227.98,63.09
2024-01-05 08:00:00+01:00,878.97,52.36
2024-01-05 08:15:00+01:00,790.94,104.99
2024-01-05 08:30:00+01:00,706.35,149.01
2024-01-05 08:45:00+01:00,672.11,238.95
2024-01-05 09:00:00+01:00,679.99,71.24
2024-01-05 09:15:00+01:00,647.09,107.76
2024-01-05 09:30:00+01:00,624.37,141.91
2024-01-05 09:45:00+01:00,561.33,203.2
2024-01-05 10:00:00+01:00,760.59,13.47
2024-01-05 10:15:00+01:00,604.78,9.66
2024-01-05 10:30:00+01:00,492.73,218.35
2024-01-05 10:45:00+01:00,362.36,289.76
2024-01-05 11:00:00+01:00,561.36,207.22
2024-01-05 11:15:00+01:00,500.99,176.9
2024-01-05 11:30:00+01:00,462.37,249.02
2024-01-05 11:45:00+01:00,409.86,336.52
2024-01-05 12:00:00+01:00,707.98,35.16
2024-01-05 12:15:00+01:00,522.45,9.38
2024-01-05 12:30:00+01:00,441.34,9.83
2024-01-05 12:45:00+01:00,504.86,10.54
2024-01-05 13:00:00+01:00,826.17,9.9
2024-01-05 13:15:00+01:00,1130.22,10.17
2024-01-05 13:30:00+01:00,1413.88,10.67
2024-01-05 13:45:00+01:00,533.87,10.23
2024-01-05 14:00:00+01:00,680.29,33.99
2024-01-05 14:15:00+01:00,668.3,10.57
2024-01-05 14:30:00+01:00,840.43,10.7
2024-01-05 14:45:00+01:00,987.5,9.63
2024-01-05 15:00:00+01:00,461.27,114.8
2024-01-05 15:15:00+01:00,813.08,129.74
2024-01-05 15:30:00+01:00,1014.45,29.07
2024-01-05 15:45:00+01:00,1151.48,9.34
2024-01-05 16:00:00+01:00,989.71,9.96
2024-01-05 16:15:00+01:00,1410.06,8.79
2024-01-05 16:30:00+01:00,2095.83,5.9
2024-01-05 16:45:00+01:00,2891.76,6.17
2024-01-05 17:00:00+01:00,2866.44,7.77
2024-01-05 17:15:00+01:00,3319.62,8.4
2024-01-05 17:30:00+01:00,3146.56,8.46
2024-01-05 17:45:00+01:00,3584.85,8.44
2024-01-05 18:00:00+01:00,3459.25,8.97
2024-01-05 18:15:00+01:00,2534.93,9.77
2024-01-05 18:30:00+01:00,2476.88,11.61
2024-01-05 18:45:00+01:00,2196.24,11.86
2024-01-05 19:00:00+01:00,3134.63,10.51
2024-01-05 19:15:00+01:00,2461.6,10.1
2024-01-05 19:30:00+01:00,1888.64,10.47
2024-01-05 19:45:00+01:00,1395.91,141.71
2024-01-05 20:00:00+01:00,1599.6,86.62
2024-01-05 20:15:00+01:00,816.78,110.57
2024-01-05 20:30:00+01:00,514.37,242.12
2024-01-05 20:45:00+01:00,527.15,475.13
2024-01-05 21:00:00+01:00,700.84,123.87
2024-01-05 21:15:00+01:00,479.79,126.65
2024-01-05 21:30:00+01:00,252.41,217.43
2024-01-05 21:45:00+01:00,194.57,591.46
2024-01-05 22:00:00+01:00,590.42,114.53
2024-01-05 22:15:00+01:00,261.92,142.04
2024-01-05 22:30:00+01:00,194.11,80.42
2024-01-05 22:45:00+01:00,248.56,217.06
2024-01-05 23:00:00+01:00,236.5,240.92
2024-01-05 23:15:00+01:00,110.08,392.85
2024-01-05 23:30:00+01:00,53.14,396.68
2024-01-05 23:45:00+01:00,209.16,634.84
2024-01-06 00:00:00+01:00,608.0,535.78
2024-01-06 00:15:00+01:00,492.85,422.13
2024-01-06 00:30:00+01:00,325.72,414.45
2024-01-06 00:45:00+01:00,235.77,571.4
2024-01-06 01:00:00+01:00,342.82,719.52
2024-01-06 01:15:00+01:00,216.49,741.77
2024-01-06 01:30:00+01:00,182.94,1191.91
2024-01-06 01:45:00+01:00,210.39,1341.78
2024-01-06 02:00:00+01:00,102.18,1722.58
2024-01-06 02:15:00+01:00,150.56,1912.32
2024-01-06 02:30:00+01:00,327.77,2089.48
2024-01-06 02:45:00+01:00,177.46,1899.16
2024-01-06 03:00:00+01:00,171.85,1938.96
2024-01-06 03:15:00+01:00,186.01,1951.44
2024-01-06 03:30:00+01:00,224.65,2204.76
2024-01-06 03:45:00+01:00,191.12,2197.15
2024-01-06 04:00:00+01:00,170.16,2246.54
2024-01-06 04:15:00+01:00,149.14,2272.98
2024-01-06 04:30:00+01:00,153.29,2164.99
2024-01-06 04:45:00+01:00,163.88,2204.84
2024-01-06 05:00:00+01:00,209.23,2185.91
2024-01-06 05:15:00+01:00,200.68,2193.4
2024-01-06 05:30:00+01:00,170.32,2149.96
2024-01-06 05:45:00+01:00,192.49,1978.79
2024-01-06 06:00:00+01:00,142.28,2335.2
2024-01-06 06:15:00+01:00,242.67,1999.0
2024-01-06 06:30:00+01:00,278.8,1633.33
2024-01-06 06:45:00+01:00,262.59,1299.99
2024-01-06 07:00:00+01:00,178.2,883.95
2024-01-06 07:15:00+01:00,109.73,578.35
2024-01-06 07:30:00+01:00,123.59,468.08
2024-01-06 07:45:00+01:00,180.23,452.56
2024-01-06 08:00:00+01:00,267.69,322.33
2024-01-06 08:15:00+01:00,378.35,280.17
2024-01-06 08:30:00+01:00,472.63,226.77
2024-01-06 08:45:00+01:00,448.37,253.36
2024-01-06 09:00:00+01:00,198.56,596.16
2024-01-06 09:15:00+01:00,472.96,334.46
2024-01-06 09:30:00+01:00,541.96,328.35
2024-01-06 09:45:00+01:00,593.72,219.39
2024-01-06 10:00:00+01:00,535.12,251.09
2024-01-06 10:15:00+01:00,615.04,232.99
2024-01-06 10:30:00+01:00,734.45,118.85
2024-01-06 10:45:00+01:00,698.08,8.53
2024-01-06 11:00:00+01:00,754.29,13.26
2024-01-06 11:15:00+01:00,779.31,174.0
2024-01-06 11:30:00+01:00,921.84,33.69
2024-01-06 11:45:00+01:00,920.97,28.84
2024-01-06 12:00:00+01:00,864.72,79.91
2024-01-06 12:15:00+01:00,670.92,89.0
2024-01-06 12:30:00+01:00,659.44,70.07
2024-01-06 12:45:00+01:00,599.1,94.73
2024-01-06 13:00:00+01:00,1007.5,25.37
2024-01-06 13:15:00+01:00,831.29,14.86
2024-01-06 13:30:00+01:00,681.05,12.46
2024-01-06 13:45:00+01:00,771.26,103.13
2024-01-06 14:00:00+01:00,1287.61,162.72
2024-01-06 14:15:00+01:00,1358.55,154.03
2024-01-06 14:30:00+01:00,1552.64,204.67
2024-01-06 14:45:00+01:00,1419.95,38.34
2024-01-06 15:00:00+01:00,935.64,217.16
2024-01-06 15:15:00+01:00,962.76,110.33
2024-01-06 15:30:00+01:00,1171.46,36.97
2024-01-06 15:45:00+01:00,1292.51,13.8
2024-01-06 16:00:00+01:00,1448.99,166.47
2024-01-06 16:15:00+01:00,1823.62,263.39
